,content,sentiment
733,"Tokopedia sekarang tambah JEEEELEEEEEKKK !!! dan TIDAK RECOMENDED !!! SELALU kena tambahan biaya jasa APLIKASI dan LAYANAN sampe total 3 000 lama2 tambah MAAAAHHAAALL !!! belum lagi GRATIS ONGKIR gak bisa di gabung dengan CASHBACK lainnya !!! Mending pilih belanja di L4ZAD4 deh... Tolong PIKIR2 lagi klo mau belanja di TOKOPEDIA ini yg SANGAT MAHAL !!! Dijelaskan oleh Tokopedia pun, PASTI tdk akan mengubah aturan dari tambahan biaya JASA APLIKASI dan LAYANAN. Dan Tokopedia pantas BINTANG 1 aja !!",-1
734,Makin kesini makin mahal biaya admin penanganan diluar harga barang yg di beli sampe 4000 gk beres nih percuma bebas ongkir masih bayar lain nya selain barang...,-1
735,lumyan bagus fast respon tapi semua vocher gratis pengguna baru tdk bsa dgunakan payah,-1
736,Saya kasih bintang 5 aja dulu soalnya saya baru download nii semoga aja sangat bagus,1
737,"Freeongkir nya udh gk bisa bersatu sama cashback/diskon kecuali dri toko nya, sekarang ada biaya tambahan layanan, aplikasi yah makin sepi kembalikan tokped seperti dlu",-1
738,pungsi vocher gratis ongkir apa min?,0
739,"Saat melihat Rating dengan kecepatan jaringan 1GBps gambar rusak/hancur. Kemudian terlalu banyak penerapan biaya, biaya layanan lah, biaya aplikasi lah, biaya asuransi pengiriman lah, sumbangan lah. Kebanyakan mungut biaya anda.",-1
740,proses cepat..membantu. bunga ga terlalu mhal utk dibyr 38hr lg hehe.bru nyoba,1
741,Pegawai ny tukang trol di mobile legend,-1
742,"Makin lama semakin kurang bagus, tunggu refund lama duit kecil aja apalagi yang mahal 😃",-1
743,Jelas tempat transaksi kebanggan saya 🫶,1
744,Oh Biaya jasa aplikasi 🥳,0
745,Kurang,-1
746,Voucher gratis ongkir pasti pengiriman nya antar aja pengiriman paling lambat kurir nya suka tidak datang saat ngambil barang.,-1
747,"Beli barang tapi dari ekspedisi tiba2 ditulis alamat tidak ditemukan, tidak ada menghubungi pembeli terlebih dulu. tokopedia care tidak membantu sama sekali, sudah complain malah barang dikembalikan ke penjual tanpa ada konfirmasi dari saya. Refund tapi uang terpotong ongkir. Never again. Very very disappointed as a consumer. Be better.",-1
748,Makin ke sini makin ke sana. Pake kupon gratis ongkir ga bisa pake kupon discon. Tak seperti tokped yg dulu. Kamu sudah berubah :'(,-1
749,Hari ini saya pakai untuk isi ulang e money pas saat ingin mengisi terbaca emoneynya tp sesudah diisi emoneynya g terbaca. Hadueh gmn ini,-1
750,Biaya udah naik tapi pengiriman lelet sekali... walaupun gratis ongkir tapi itu kan tetap pelayanan klian juga,-1
751,"Kenapa wktu diupdate kx gk bsa, sudah hampir terinstal mlah gagal suruh coba lagi, buang2 kouta j, kecewa bgt,.bgt.,bgt.,",-1
752,"Entah apa yang membuat saya sulit untuk memakai Tokopedia, entah itu interface, terlalu banyak iklan promo atau saya yg kurang familiar dengan Tokopedia",-1
753,Peluang usaha tokopedia oke,-1
754,Aplikasi belanaja online teribet yg pernah saya coba,-1
755,"Gak dapet² kode verifikasi ovo,malah kena blokir minta kirim ulang kode terus menerus gmn coba?",-1
756,Kupon promo Tidak bisa di pake,-1
757,konfirmasinya lama bgt,-1
758,"Salah satu aplikasi online shop paling tidak jelas yang pernah saya coba. Untuk apa bisa checkout flashsale kalau produknya sudah habis, kalau begini malah bikin rugi karena uangnya masuk kedalam ""saldo refund"" yang minimal butuh 50k untuk di cairkan dan ada biaya admin 2.900. Ini adalah experience terburuk yang pernah diberikan karena saya harus 'nombok' untuk bisa mencairkan uang saya kembali. Sejauh ini hal ini sudah terjadi ke saya 2x dan membuat kepercayaan saya terhadap pihak tokped turun.",-1
759,"sangat mudah transaksinya, jika ada saldo di GOPAY",1
760,"Sekarang aplikasi toped sering lag..apa penyebab pemotongan anggaran...sering loading"" sendiri dan susah di buka, ada apa dengan tokopedia?",-1
761,Metode pembayaran nya kurang memuas kan gak bisah makek dana atau ovo ongkir nya juga terlalu mahal,-1
762,"Tambahkan pencarian foto min , biar lebih mudah cari barang .. kadang ada fotonya tapi ngga tau namanya",0
763,kok ada biaya aplikasi ya sebelumnya ngk ada,-1
764,"Aplikasinya bagus, minta update dan sambung akun tapi gagal2 mulu, semoga cepat di perbaiki nih sistem Gopay gojek nya di tokopedia. #aplikasi yg aneh#",-1
765,Barang saya hilang bagaimana nih..rekomendasi kurirnya...,-1
766,Masaa tiap mau dipake kudu update. Yang bener ajaaaaa,-1
767,Tikat kan.. Pemeriksaan barang sebelum kirim,0
768,Susah sekali caranya,0
769,sistem cod dipersulit...ngak kayak apk sebelah,-1
770,aneh aplikasi apa gak bisa beli paket data,0
771,"sungguh luar biasa, cara pembayaran dari gopay coin",1
772,"sekarang mau belanja aja ribet, peraturan sistem ga jelas mau belanja malah ditolak Mulu 2x, udah beda sistem dulu sama sekarang masih enak dulu gampang mudah, sekarang malah dibuat ribet ga lagi dah mending pindah ke toko online sebelah aja",-1
773,"Pengirimanya lambat sekali,ongkir instannya mahal bgiiit",-1
774,Jasa aplikasi dikasih biaya 2000 padahal kemarin masih 1000 Ya udah gak jadi beli.mending cari ecomerce lain yg gak ada biaya gak jelas begini bye bye toped,-1
775,"Aplikasi tolol. Dwonload dan daftar baru dengan akun semua baru pakai nomor juga baru. Dikasih voucher gratis ongkir, udah order dan bayar malah di batalin sistemnya. Kan aplikasi tolol. Sok kasih voucher tapi omong doang malah bikin rumit. Hubungi CS juga percuma. Aplikasi tolol",-1
776,Kurir JNE lola parah.. gliran lg d tunggu stay d rumah kgk dtng smpe sore..! Gliran lg d tinggal kluar cpet dtangny tanpa konfir telfon pemilik dlu lg.. maen titipin ke orang lain j parah..!,-1
777,Masih banyak yang harus diperbaiki,0
778,"terpercaya, dan nyaman",1
779,"Harus belanja min 100 ribu baru bisa dapet gratis ongkir full,",0
780,"Kecewa sama Tokopedia, mau tf dana yg direfund masa kena admin juga?? Bener2 dirugikan bgt karena jd dobel adminnya",-1
781,"Barang yang sold out mash di pajang n ketika kita chat pd seller,seller katakan barang redy silakan diorder tapi ketika sdh ditransfer tak kunjung diproses. Tapi jika soal pengembalian dana cepat di respon. Orang dibelakang layar Tokopedia memang masih ju2r, ma ksh toped",-1
782,puas,1
783,Partner yg baik,1
784,"Apk ribet salah masukin pin skali doang langsung hrus nunggu lama bbgt, udah 4x beli di tokped uang di kembalikan terus promo ga bisa di pake dah uninstall aja",-1
785,Di-update kok malah gratis ongkirnya dikit banget,-1
786,Sekarang Tokped makin naik biaya aplikasi nya.,-1
787,Buruk. Rp 1k untuk pengguna baru udah di tf malah di batalin sama aplikasi. Malah gk guna saldonya di refund,-1
788,Hai Tokopedia kenapa akunku tak bisa login cuma karena nomor sudah ganti mohon penjelasan dan bantuan agar bisa login dan masuk akun ini,-1
789,Kupon khusus pengguna baru tidak bisa digunakan karena sudah transaksi padahal belum sama sekali tolong saya ingin kupon saya bisa digunakan,-1
790,Biaya layanan dan aplikasi membebani,-1
791,"Sudah baik, lebih baik lagi ya.",1
792,"Semoga aplikasi tidak berat, dan benar"" bisa di jadikan sahabat penjemput rupiah",-1
793,"Saya bersumpah akan buang jauh2 aplikasi ini, betul2 beda toped yang dulu dengan yang sekarang, pada suka2 aja prosedur nya, hati2 kalian kalau mau pakai toko pedia karena semakin lama semakin bobrok. Keuntungan di utamakan soal estimasi melenceng sampai 2 minggu, berul2 merugikan pedagang kecil 👎👎👎",-1
794,terimakasih banyak tokopedia saya sangat senang dengan aplikasi ini,1
795,puas,1
796,sangat membantu,1
797,"Ngapain klo ada flashsale pulsa 100 RB harga 40 RB klo gak bisa d beli malah saldonya masuk k saldo Tokopedia ,trus klo mau d tarik kena admin rugi inimah,tarik saldonya lama lagi ,",-1
798,puas,1
799,"Lebih baik stop kerjasama dengan jasa kirim AnterAja. Karena sangat lambat, pengiriman melebihi batas estimasi.",-1
800,"kebanyakan biaya tambahan,biaya aplikasi,biaya ini dan itu,keluhan juga bertele2,ga ada kepastian,ditambah lagi kurir nya lelet banget,pake next day aja 5 hari dalam kota,reguler mau berapa lama....??????? saya pelanggan setia tokped,udah ratusan bahkan ribuan kali transaksi,tapi belakangan ini semakin males belanja disini..!!!",-1
801,"Cara mendapatkan ☆5 dari saya : Respon cpt, tidak menjawab otomatis, pelayanan ramah, detail membaca pesanan, proses cpt, packing aman, penyerahan ke kurir cpt, pengiriman cpt, barang sesuai deskripsi.",0
802,Soal harga emang top alasan B2 coba itu kurir mitranya ganti jangan ada anter aja ga bertanggung jawab itu paketnya di oper ke ekspedisi lain jadi waktu kirim nya lebih dari 1 minggu,-1
803,"Konfirmasi pesanan lama, pengiriman barang lama. Kalau cuma satu-dua pesanan oke, lah ini hampir semuanya. Padahal gue paling suka tampilan tokopedia dibanding app lain tapi untuk yang dua di atas gatau deh mau ngomong apa lagi 😶",-1
804,"Sekarang tambah mahal, baik untuk seller dan buyer. Ada 2 tambahan biaya yg membebani. Biaya Layanan dan Jasa Aplikasi. Tiap transaksi loe akan dikenakan 3000 . Pdahl dlu lebih murah dri Orange, skrg MAHAL",-1
805,Pls lah ya aku psn udah bayar jg di alfamart mlh dibatalin sm sistem mna ga bisa di refund lewat dana tolol bnr dan tokepedia krcewa banget gw mendimg co di shopee sm lazada 😂,-1
806,"Kebanyakan biaya admin sd 5000, mending saya tinggalin ke toko orange. Makin lama makin banyak aturan tokped, bye",-1
807,Membantu sekali,1
808,"Ongkir mahal, biaya jasa 2000 👎",-1
809,Giliran ada kendala belanja 4 item ga k kirim2 malah apk nya ga bisa di buka awokawka siap bet,0
810,Dah nyaman,1
811,"Setiap ada keluhan,admin tokped sangat2 tidak membantu",-1
812,"aplikasinya cepat, respon bagus",1
813,Seharusnya orderan yg menggunakan jasa kurir instan itu di prioritaskan. Jangan di samakan dgn reguler. Kita bayar biaya orgkirnya saja sudah jelas berbeda.,0
814,sangat membantu,1
815,"Vertifikasi pembayaran transaksi pakai gopay kok blm bisa ya, sering coba lagi, padahal kemarin baru di-update UD ga bisa lg gopay",0
816,"Tokopedia terbaik, saya suka belanja ditokopedia",1
817,Beli banyak ato sedikit bayar 3 rb wooww keren,1
818,terima kasih n sangat membantu,1
819,fitur chatnya perlu dilengkapi lagi mungkin...,0
820,"gga bagus kyk dulu , setiap belanja kena ongkir .. padahal tertulis gratis ongkir 40 rb ... hapus gratis ongkir 20 rb ..",-1
821,Lancar jaya,1
822,"Tokopedia sistim promonya ribet... Dia ngasih2 potongan harga tp pas d pakai trx lgsg d gagalin sepihak alias danaQ d balikin trs menerus pdhl trx saya memenuhi persyaratan, hrsnya kl ga sesuai persyaratan sdh d cancel dr awal kn bs bknnya stlh customer trx trs berhasil tp hbs gt dana d balikin lg (gagal) bener2 promox tokopedia PHP",-1
823,mantul,1
824,Kenapa ya saya upgrade lg tokopedia nya gak bisa?gak jelas bngt.nyuruh upgrade malah gak bisa lagi,-1
825,Saya setelah menginstal toko pedia saya kalau tidak Makai toko pedia saya terus terusan ada iklan. Sepertinya toko pedia sangat memaksakan untuk menginstal saya sangat tidak setuju karna sama kalu tidak masuk ke apk toko pedia saya mendapatkan iklan tentang toko pedia saya di haruskan belanja tapi saya tidak mau dan saya terusan mendapatkan iklan,-1
826,mantap..bagus banget..banyak diskon..,1
827,Bagaimana mau bisa pakai payleter...verifikasi buat orang yg ga krj kantoran ga bisa...kuli kok harus pnya no tlpn kantor...nama prusahaan...ribet bagi orang yg ga krj kantoran...tak kasih full bintang...biar senang,-1
828,untuk transaksi/proses pembayaran via gopay suka eror,0
829,Coba di perbaiki tahun tanggal nya,0
830,Tolong tambahkan metode pembayaran melalui dana,0
831,"apaan tokped sekarang gajelas, gratis ongkir ga bisa di gabung sama voc diskon/cashback, jadi gak kepake tu voc sama aja ngasi voc diskon tapi ongkir harus bayar sendiri, begitu pula sebaliknya pake voc diskon sama aja buat nutupi bayar ongkirnya. Belum lagi ditambah biaya biaya layanan yg ga ngotak itu, banyak kali pun biaya layanan nya padahal service nya makin buruk 👎 minimal jgn pelit kali lah, makin gak tertarik belanja disiniii👎👎👎",-1
832,"alhamdulillah selama pemakaian tokopedia belanja online bisa lbh efisien ,aman. dn mudah dn pastinya ada promo2 ongkir ny pula",1
833,Apk sangat membantu 😁,1
834,proses penarikan saldonya lama. mending uninstall aja lah.,-1
835,jelek bangsaat,-1
836,"saya pengguna lama toped, sejak toped masih pake sistem transfer langsung dengan ditambah nominal unik d setiap transfer pembelian. tapi semakin kesini semakin ga nyaman pake toped! gratis ongkir min transaksi 20rb cuma ada di wilayah yg sama aja. biaya asuransi yg ga bisa d non aktifkan, msh kena biaya pelayanan dan masih d tambah lg biaya apk yg ga jelas! belum lagi gratis ongkir yg min pembelian 50rb gak sepenuhnya gratis! msih tetep kena ongkos, krn di seting dengan biaya kurir yg mahal!",-1
837,ayo berbelanja pake aplikasi buatan Indonesia. untuk kemajuan negeri 💪🇮🇩,-1
838,"Pengiriman lama , cepatan lazad !!!!",-1
839,"12:49 search engine error, masa ketik laptop ngk ketemu malah ""oops, produk nggk ditemukan""",-1
840,"Kecewa banget sama tokopedia setiap transaksi kena 3000 karena ada biaya servis dll, bagi saya jualan lagi ke olshop lain keberatan nyari yang murah jadi tetep aja mahal",-1
841,Kebanyakan gak bisa cod 😔,-1
842,Semakin lama semakin gak jelas tokopedia.semau2 aja bikin peraturan blokir ikan saya.emang gampang naikin pitanya.sangat tidak puas dengan peraturan tokopedia.potongan udah gede bikin rugi kami sebagai peguna toko.,-1
843,sejauh ini nyaman dengan tokped,1
844,Cod perbanyak cod kalau bisa Tokopedia punya expedisi sendiri,0
845,Tambah mahal aja toped...ada biaya mcm2 skg...HEWDEH,-1
846,Terlalu banyak biaya layanan dan biaya aplikasi hapus aja masih ada shopee dan lazada,0
847,Makin banyak biaya tambahan makin ga asik tokped,-1
848,"Pelayanan sampah, saya tunggu sampai 1 Jam kedepan. biar YLKI yang menyelesaikan.",-1
849,"Kurir gagal ambil paket yang di komplain bukannya besok dateng lagi malah nyuruh pembeli buat kirim manual, niat tanggung jawab gak sih, nyusahin customer aja.",-1
850,Maaf bintang 3 dlu karena blm ada transaksi via dana,0
851,Buka ulasan pasti eror ada gangguan di rumah toped,-1
852,Mau mesen tiket kreta menguras emosi tolong dibenerin dong aplikasi nya,-1
853,"Tolong dong untuk kurir nya terutama sameday GTL jangan memaksakan kalo sudah malam , bukan kami gak mau terima tapi kami juga butuh istirahat",0
854,gampang mudah cepat,1
855,"ulasan jujur dan sakit dari saya sebagai pembeli: sekarang makin parah aja mahalnya, ongkir instannya selangit ( lebih mahal 9000 dari shopee), biaya layanan 1000, muncul baru lagi biaya jasa aplikasi 2000. duh, emang bener saya sudah waktunya beralih pindah belanja di shopee saja. bye. terimakasih waktunya.",-1
856,"Setiap kali pembayaran, terdapat biaya jasa aplikasi Rp 1.000. Semoga kedepannya ditiadakan agar dapat bersaing dengan marketplace yang lain. Bulan Mei 2023 biaya jasa aplikasi naik menjadi Rp 2.000.",-1
857,"makin kesini makin gak mutu kualitasnya. pusat resolusinya makin lambat berikan solusi, gak kaya dulu. beeeh",-1
858,tokopedia smakin ksini smakin buruk..tiap blanja minta jasa aplikasi maruk banget pdhl dr dounlod sdh triliunan tiap hr dpt msh mnta jasa aplikasi parahhh..untung ada aplikasi lain shopee dn lazada yg gk ribet..tokopedia biar musnahkan saja bikin sengsara ajh,-1
859,"Orang yang bernama CS BELIA di Tokopedia, kamu brengsek sangat merugikan penjual dengan tata cara mu melayani penjual sangat tidak pantas. Tolong Tokopedia menindaklanjuti bagian CS yang bernama CS BELIA agar Tokopedia semakin maju !!!",-1
860,bisa pakai kartu kredit bunga 0%,1
861,"Aplikasi tai...mau beli barang malah dicancel sistem padahal udah tf lewat brimo,kalo mau ambil kudu punya rekening,kagak bisa lewat dompet digital..kan anjing👎",-1
862,"Udah aplikasi makin berat,makin banyak iklan,makin banyak biaya layanan,biaya aplikasi. Tamak dan kapitalis sekali Anda. Kapitalis apa kere.....",-1
863,ui nya mantap,1
864,"transaksi pengguna baru saya tidak masuk,padahal voucher nya sudah dipakai.",-1
865,"Sekarang Tokopedia makin parah..pelit..lit.lit..dulu padahal jadi aplikasi favoritku untuk belanja berbagai kebutuhan, selain si orange, hampir setiap hari pasti checkout.. sekarang ga lagi, selain karena ada biaya aplikasi 1k setiap belanja eh ditambah lagi voucher gratis ongkir sekarang ga bisa dipakai bersamaan dengan voucher cashback, makin males aja rasanya, si orange juga jadi sama nambahin biaya aplikasi juga.. akhirnya aku berpindah ke si ungu yang belum ada biaya.. goodbye Tokopedia",-1
866,"Ga jelas, mau refund barang aja dipersulit, suruh nunggu sampe lama, dikasih bantuan kga ngebantu sama sekali kebanyakan pernyataan yg ga guna, lgi"" disuruh nunggu, klo eror mending benerin dah. Nyusahin orang aja Harusnya belanja nyaman, tenang, ini malah sebaliknya. Baca nih.",-1
867,untuk pembayaran sangat mudah. tapi barang blm diterima apa mutunya baik......,0
868,"Udh ongkir paling mahal di tambah uang parkir. Ntah buatan asli indo rata"" lebih mahal di banding produk luar negeri, ntah aplikasi at provider",-1
869,Seneng banget gua,1
870,Gak jelas tiba tiba saya beli produk malah di batalkan kan oleh sistem,-1
871,Aplikasinya bagus,1
872,sudah lama pakai tokped sangat bagus tapi blkgan sering dapatnya kurir sicepat halu ( lelet bsnget dan merusak kecintaan ke tokped),-1
873,"Makin bertambah biaya2 ga jelas.. Biaya layanan, lalu jasa aplikasi",-1
874,"proses pembayaran cepat, ngk ribet....ditunggu barangnya segera... trims",1
875,Ngga bisa provide kecamatan/kota dengan lengkap waktu menambahkan alamat,0
876,Belanja ga berasa promonya gara2 biaya jasa aplikasinya nambah terus hmm,-1
877,"Ada apa dengan tokped? Maaf saya beralih ke toko sebelah aja yg bener2 gratis ongkir, ada chasback/diskon dan tanpa biaya tambahan ini itu.. Belanja ditokped nyari harga termurah setelah mau check out udah gak murah lagi karena banyak tambahan biaya ini dan itunya, malah jatuhnya sama aja dengan harga offline di warung atau market terdekat..",-1
878,Banyak Biaya Tambahan... Mendingan saya pake ecomerce yg lain !!!,-1
879,sangat menguntungkan,1
880,Ongkir nya mahal,-1
881,Koneksi bermasalah trs😅😅 PAdahal jaringan aman,-1
882,"Kalo cancel transaksi pasti hasil refund ga pernah sesuai , berasa kena scam .",-1
883,berhasil,1
884,pesanan pertama kali,1
885,Mengecewakan udah gk ada diskon lagi,-1
886,"Di ANTERAJA itu Udah sering barang ilang,pengiriman lama,hari minggu pengiriman libur,barang rusak,claim asuransinya susah tapi masih aja di ajak kerja sama. Tolong Stop jadiin ANTERAJA pengiriman rekomendasi,Banyak ruginya",-1
887,"Tolong dibaned aja kurir anteraja, selalu out of estimation",-1
888,"siip.. nggak nyangka, ternyata ada saldo di tokped, hitungan di tokopedia jujur adanya..",1
889,cepat dan mudah,1
890,"Gratis ongkir banyak aturan, biaya tambahan banyak,",-1
891,"Yg nyari Recomm Dari Rating sini sy sarankan pindah ke toko merah atau biru saja,lebih profesional.",0
892,"Saat masuk pembayaran kenapabhanya loading saja, jd gagal transaksi terus, ujung2nya balik lg ke Merah yg prosesnya lancar, padahal barang yg Motif di mau hanya ada di Toped, tp jd terpaksa ambil motif lain deh di merah",-1
893,luar biasa . mantapnya,1
894,trimakasih,1
895,"Tidak bisa pickup barang retur, padahal dulu bisa, gak konsisten. Sangat mengecewakan",-1
896,tokopedia memang oke,1
897,Toko penjual tidak bisa mengubah alamat pelanggan jika salah informasi pengiriman,0
898,Aplikasi ga jelas dan membingungkan... ga jadi pake bikin takut.. wkwkwkwk,-1
899,Mantap,1
900,"Platform paling pelit COD, di toko yang sama saja awalnya bisa,, belanja kedua di toko dan dengan alamat pengiriman yg sama malah ga bisa,, aneh! Kalah jauh ama si oren atau si biru",-1
901,Tokopedia.............YSL,0
902,Kurir rekomendasi anteraja mendingan di blokir...paket saya udah 3 hari ga ada yang sampai...layanan reguler sama next day...udah lewat estimasi...masa saya harus komplain terus KLO dapet kurir anteraja,-1
903,"Suruh update, giliran mau update gak bisa, aneh",0
904,"Biaya layanan+biaya penanganan mahal kali, TOKPED makin ancur semenjak diakui goto 👎🏼👎👎🏼👎🏽👎🏾👎🏿",-1
905,Luar biasa aplikasi terbarukan Kekinian,1
906,Kalo ada gangguan seharusnya di infokan terlebih dahulu...jangan pas sudah melakukan transaksi baru dapet info gangguan ...,-1
907,"Update terus gagal, update lagi terus gagal ini appnya sy update corrupt ya?",-1
908,Tiga aja doloh. Kalo memuaskan baru saya tambahin full bintangnya,1
909,Gratis ongkir mulai sesuai,1
910,"Gilaaaa. Admin toped makin mahal 3000 per transaksi. Lbh sadis dri transfr beda bank. Dlu 6500 skrg 2500. Balik lagi dah ke si oren,Sopi. Hati2 ped, bangkrut sprt jd.id",-1
911,Biaya-biaya yg memberatkan...,-1
912,perdana semoga berhasil.karna berulang ulang mencoba pembayaran selalu gagal..sekarang berhasil..semoga sesuai harapan biar aplikasinya gk aku uninstal...sukses,1
913,tidak dapat mendownload apk,-1
914,Susah banget mau Log in /daftar pake no baru kalo ganti hp beda sama sebelah,-1
915,"Aneh aplikasinya, masa buka aplikasi lain normal, sedangkan buka tokped kok lemot, sinyal bagus waktu buka apk lain, buka tokped langsung down",-1
916,"sangat buruk, refund sangat lama.. pesanan telah di batalkan, tapi malah di suruh bayar tokopedia card.. ngaco..",-1
917,"Sangat tidak fungsi,zonk adanya",-1
918,mntap,1
919,Biaya jasa aplikasi 2rb s/d 3 rb. Luar biasa mahal.. Terakhir transaksi beberapa bulan lalu masih 1rb. Auto uninstall saja dah. Kapok....,-1
920,Memang beda kelas tokopedia dengan shopee Dari segi harga saja jauh lebih murah shopee. padahal kualitas barang sama kadang lebih berkualitas shopee. Entah apa yg membuat tokopedia mahal,0
921,aplikasi yang lengkap dan sangat membantu,1
922,semoga makin sukses yah,1
923,Biaya transaksi Rp.2000 cukup besar Tolong turunkan jadi Rp.1000 saja! Tq.,-1
924,Gangguan !!!,-1
925,"itu event TUKER TAMBAH nya pke aplikasi apa sih,SADIS GILA,HP sy baru seminggu udh di harga in 950, woi VIVO T1 5G ne,bkan hp lokal,gila,udh,mending putus mitra aj,tokopedia sm aplikasi gila tersebut,sy iseng"" pengen tw harga hp sy,pas di tes,....WaW amazing,GILA LU NDRO.",-1
926,Woooy kira2 lu biaya layanan nya sampe 4.500.. kalo ada bintang 0 gua kasih 0 aja !!!!! KamVret emg,-1
927,"Kecewa parah si,, ada voucher promo tapi gak bisa digabung sm gratis ongkir. Setiap transaksi ada biaya layanan + biaya jasa aplikasi. Sorry pindah ke Blibli dehh.. banyak promo, pengiriman juga cepet bgtt.",-1
928,Ongkirnya skarang GILA MAHALNYA jadi males belanja di dsini,-1
929,Bengkel Motor 😊,1
930,Kang tipu promo.. hati2 pengguna baru... Alasannya tokopedia berhak mencabut promo tanpa pemberitahuan dan blablabla.. wkwkwkw...,-1
931,"Aplikasi abu jahal pesan hp malah pembayaran dibatalkan uang ditarik lagi ke atm malah ujung""nya atm jdi terblokir",-1
932,"Selama gw pake tokped, satisfied banget",1
933,"Mungkin kalian sengaja bikin diskon pas di pake gagal lalu masuk saldo topedia pas di tarik ke bank bayar admin 2.900, terjebak rasanya. Mana 2 hari nunggu tidak masuk alasan hari sabtu minggu libur lah tolong kebijakannya di rubah lebih cepat bahkan sekelas shopee tarik itu gratis dan gampang ngk sampe 1 menit masuk dana. Lagian ini saya tarik saldo akibat gagal karna diskon kalian yang menjebak itu sengaja membatalkan biar kalian dapat duit hasil admin tarik ke bank sungguh kapok saya.",-1
934,sangat membantu,1
935,"sepertinya akan kembali k shopee klo bgni, gratis ongkir tdk sprti dulu,..",-1
936,ada transaksi sewa aplikasi sekarang. 2 rb. menggelikan tokopedia sekarang.,-1
937,"Mohon kepada tokopedia untuk ditindak ekspedisi/kurir yg suka memunda2 pengiriman paket.Akhirnya yg ke 3xnya pembelian,menggunakan kurir/ekspedisi Anter A.. barang sampai melebihi batas estimasi.Sangat merugikan pembeli dari segi waktu dengan keterangan ""paket tertunda karna masalah operasional"" dan itu terjadi sampe beberapa kali dalam sekali pengiriman,kaya buat mainan dan ngga bolak balik aja.terima kasih.",-1
938,Sangat berguna dan bagus👍👍👍,1
939,saya daftarnya sangat susah sekali😡😡,-1
940,"Apaan ini,,tagihan masih satu minggu lagi tapi sudah di telfon di tagih💩💩💩💩💩",-1
941,Bagus tapi pengiriman trlalu lama..,-1
942,Tidak bisa COD ke Indonesia tengah dan timur,-1
943,Marketplace terbaik untuk orang yg mencari yg terbaik,1
944,mantab,1
945,"Pengiriman lama, paket susah di lacak",-1
946,"Tiap dibuka sering error, padahal sinyal kuat, sudah diupdate",-1
947,"Sudah cukup lama pakai aplikasi Tokopedia untuk belanja dan jualan via applikasi & anehnya makin kesini semakin banyak biaya2 yg bagi sy tdk masuk akal yg dibebankan ke penjual dan pembeli...""",-1
948,Terbaok,1
949,"Saatnya mendua ke Shopee 😌. Gratis ongkir 20K nya hanya dalam kota, selamat tinggal loyalitas.",-1
950,"Duh tokopedia tidak sesuai ekspektasi barang yang di beli beda yang datang beda, mohon bantuan nya",-1
951,"Mulai tidak bisa menggabungkan 2 voucher, Mulai ada biaya layanan, Mulai ada biaya jasa, Mulai pindah aja ke sebelah..",-1
952,tingkatkan,0
953,sangat membantu utk keperluan pekerjaan yang dijadwalkan,-1
954,"Tokopedia sekarang adalah yg paling sangat buruk ! Biaya layanan dan biaya aplikasi menambah bebab buyer sehingga sangat mengurangi minat pembeli untuk membeli barang sehingga banyak yg beralih ke sopi,ini tentu sangat membebankan pembeli dan penjual.sejak kmrn omzet penjualan kami turun hingga 50 persen dan semoga tokopedia mau merubah sistem agar seperti dulu lagi,subsidi ongkir lebih banyak dan tanpa di kenakan biaya aplikasi. Nnt review akan sy edit lagi kalo udh ada perubahan. Tks",-1
955,"Mending pindah ke yg warna orange aja, banyak gratis ongkir, 1 kupon bisa utk transaksi 3 toko berbeda dlm 1x cek out. Tokopedia 4nj1n9, b4b1, b4ng54t..!!! Udh mau bangkrut ya, koq biaya layanan naik dr 1000 skrg 2000..!!! Makin malas belanja disini, klo gak penting gamau lg belanja disini. Biaya naik tp kualitas makin menurun.",-1
956,Saya hapus saja aplikasi dari hp sangat menyusahkan terlalu banyak biaya jasa aplikasi segala.,-1
957,"Penjualan di tokopedia semakin sulit laku. Pendapatan Keuntungan bersih kita lebih kecil. Dan Akhir"" ini Mengapa Tokped sekarang tidak mementingkan para reseller"" juga??, apa ada sisi kepentingannya jugakah",-1
958,Sekarang banyakan tambahan biayanya yg biaya aplikasi lah penanganan lah,-1
959,Penipuan aplikasi busuk. Saldo kepotong tp emoney ga masuk. Aplikasi gak guna. Jgn di pake. Penipu,-1
960,Fitur Kurir rekomendasi sangat lama dalam pengiriman. Dari sicepat dilempar ke jne. Beli barang dari tanggal 17 biasanya 2-3 sudah nyampai walaupun pake fitur gratis ongkir. Dan makin banyak biaya tambahannya pada setiap transaksi. Yang awalnya cuma seribu sekarang ditambah lagi ada biaya jasa aplikasi dua ribu.,-1
961,Di tahun 2023 ini jelek banget... info proses pengiriman barang lama update infonya...,-1
962,"Tolong dong untuk Tokopedia now di sediain kursi, pegel berdiri & jongkok di Tokopedia now",0
963,Pelayanan komplain sangat buruk. Bintang 1 yang pantas,-1
964,Sekarang susah untuk mendapatkan cashback disetiap transaksi.,-1
965,cukup membantu,0
966,Bagusssss banget untuk belanja.Keren 👍,1
967,Sangat baik alhamdulillah,1
968,"Engga jelas tokped, sebelum ganti no bisa login menggunakan email, namun engga bisa konfirmasigara"" nomor udah gx aktif, setelah ganti nomor malah engga bisa login pake email yg sama... Sementara bintang 1 dulu",-1
