content,Pelabelan,label
Woooy kira2 lu biaya layanan nya sampe 4.500.. kalo ada bintang 0 gua kasih 0 aja !!!!! KamVret emg,Netral,2
"Kecewa parah si,, ada voucher promo tapi gak bisa digabung sm gratis ongkir. Setiap transaksi ada biaya layanan + biaya jasa aplikasi. Sorry pindah ke Blibli dehh.. banyak promo, pengiriman juga cepet bgtt.",Netral,2
Ongkirnya skarang GILA MAHALNYA jadi males belanja di dsini,Netral,2
Bengkel Motor ðŸ˜Š,Netral,2
Kang tipu promo.. hati2 pengguna baru... Alasannya tokopedia berhak mencabut promo tanpa pemberitahuan dan blablabla.. wkwkwkw...,Netral,2
"Aplikasi abu jahal pesan hp malah pembayaran dibatalkan uang ditarik lagi ke atm malah ujung""nya atm jdi terblokir",Netral,2
"Selama gw pake tokped, satisfied banget",Netral,2
"Mungkin kalian sengaja bikin diskon pas di pake gagal lalu masuk saldo topedia pas di tarik ke bank bayar admin 2.900, terjebak rasanya. Mana 2 hari nunggu tidak masuk alasan hari sabtu minggu libur lah tolong kebijakannya di rubah lebih cepat bahkan sekelas shopee tarik itu gratis dan gampang ngk sampe 1 menit masuk dana. Lagian ini saya tarik saldo akibat gagal karna diskon kalian yang menjebak itu sengaja membatalkan biar kalian dapat duit hasil admin tarik ke bank sungguh kapok saya.",Netral,2
sangat membantu,Netral,2
"sepertinya akan kembali k shopee klo bgni, gratis ongkir tdk sprti dulu,..",Netral,2
ada transaksi sewa aplikasi sekarang. 2 rb. menggelikan tokopedia sekarang.,Netral,2
"Mohon kepada tokopedia untuk ditindak ekspedisi/kurir yg suka memunda2 pengiriman paket.Akhirnya yg ke 3xnya pembelian,menggunakan kurir/ekspedisi Anter A.. barang sampai melebihi batas estimasi.Sangat merugikan pembeli dari segi waktu dengan keterangan ""paket tertunda karna masalah operasional"" dan itu terjadi sampe beberapa kali dalam sekali pengiriman,kaya buat mainan dan ngga bolak balik aja.terima kasih.",Netral,2
Sangat berguna dan bagusðŸ‘ðŸ‘ðŸ‘,Netral,2
saya daftarnya sangat susah sekaliðŸ˜¡ðŸ˜¡,Netral,2
"Apaan ini,,tagihan masih satu minggu lagi tapi sudah di telfon di tagihðŸ’©ðŸ’©ðŸ’©ðŸ’©ðŸ’©",Netral,2
Bagus tapi pengiriman trlalu lama..,Netral,2
Tidak bisa COD ke Indonesia tengah dan timur,Netral,2
Marketplace terbaik untuk orang yg mencari yg terbaik,Netral,2
mantab,Netral,2
"Pengiriman lama, paket susah di lacak",Netral,2
"Tiap dibuka sering error, padahal sinyal kuat, sudah diupdate",Netral,2
"Sudah cukup lama pakai aplikasi Tokopedia untuk belanja dan jualan via applikasi & anehnya makin kesini semakin banyak biaya2 yg bagi sy tdk masuk akal yg dibebankan ke penjual dan pembeli...""",Netral,2
Terbaok,Netral,2
"Saatnya mendua ke Shopee ðŸ˜Œ. Gratis ongkir 20K nya hanya dalam kota, selamat tinggal loyalitas.",Netral,2
"Duh tokopedia tidak sesuai ekspektasi barang yang di beli beda yang datang beda, mohon bantuan nya",Netral,2
"Mulai tidak bisa menggabungkan 2 voucher, Mulai ada biaya layanan, Mulai ada biaya jasa, Mulai pindah aja ke sebelah..",Netral,2
tingkatkan,Netral,2
sangat membantu utk keperluan pekerjaan yang dijadwalkan,Netral,2
"Tokopedia sekarang adalah yg paling sangat buruk ! Biaya layanan dan biaya aplikasi menambah bebab buyer sehingga sangat mengurangi minat pembeli untuk membeli barang sehingga banyak yg beralih ke sopi,ini tentu sangat membebankan pembeli dan penjual.sejak kmrn omzet penjualan kami turun hingga 50 persen dan semoga tokopedia mau merubah sistem agar seperti dulu lagi,subsidi ongkir lebih banyak dan tanpa di kenakan biaya aplikasi. Nnt review akan sy edit lagi kalo udh ada perubahan. Tks",Netral,2
"Mending pindah ke yg warna orange aja, banyak gratis ongkir, 1 kupon bisa utk transaksi 3 toko berbeda dlm 1x cek out. Tokopedia 4nj1n9, b4b1, b4ng54t..!!! Udh mau bangkrut ya, koq biaya layanan naik dr 1000 skrg 2000..!!! Makin malas belanja disini, klo gak penting gamau lg belanja disini. Biaya naik tp kualitas makin menurun.",Netral,2
Saya hapus saja aplikasi dari hp sangat menyusahkan terlalu banyak biaya jasa aplikasi segala.,Netral,2
"Penjualan di tokopedia semakin sulit laku. Pendapatan Keuntungan bersih kita lebih kecil. Dan Akhir"" ini Mengapa Tokped sekarang tidak mementingkan para reseller"" juga??, apa ada sisi kepentingannya jugakah",Netral,2
Sekarang banyakan tambahan biayanya yg biaya aplikasi lah penanganan lah,Netral,2
Penipuan aplikasi busuk. Saldo kepotong tp emoney ga masuk. Aplikasi gak guna. Jgn di pake. Penipu,Netral,2
Fitur Kurir rekomendasi sangat lama dalam pengiriman. Dari sicepat dilempar ke jne. Beli barang dari tanggal 17 biasanya 2-3 sudah nyampai walaupun pake fitur gratis ongkir. Dan makin banyak biaya tambahannya pada setiap transaksi. Yang awalnya cuma seribu sekarang ditambah lagi ada biaya jasa aplikasi dua ribu.,Netral,2
Di tahun 2023 ini jelek banget... info proses pengiriman barang lama update infonya...,Netral,2
"Tolong dong untuk Tokopedia now di sediain kursi, pegel berdiri & jongkok di Tokopedia now",Netral,2
Pelayanan komplain sangat buruk. Bintang 1 yang pantas,Netral,2
Sekarang susah untuk mendapatkan cashback disetiap transaksi.,Netral,2
cukup membantu,Netral,2
Bagusssss banget untuk belanja.Keren ðŸ‘,Netral,2
Sangat baik alhamdulillah,Netral,2
"Engga jelas tokped, sebelum ganti no bisa login menggunakan email, namun engga bisa konfirmasigara"" nomor udah gx aktif, setelah ganti nomor malah engga bisa login pake email yg sama... Sementara bintang 1 dulu",Netral,2
"udh pake voucher diskon, tp ada promo cashback pembayaran gopay jdilah bayar pake gopay. nah transaksi selesai gaada koin masuk, dikomplain katanya transaksi ga sesuai. ini tokped kalo ga mau ngasih 2 promo sekaligus mending gausah sklian deh.",Netral,2
"saya kurangi, riwayat pencarian tidak bisa di hapus. privasi gak amanðŸ‘ŽðŸ‘ŽðŸ‘Ž",Netral,2
"Males banget skrng tokped segala bayar, mana voucher diskon gk bisa digabung sma voucher gratis ongkir.. dahlah uninstall aja ðŸ‘Ž",Netral,2
"Kritik : Tarif Pengiriman dengan promo gratis ongkir lebih mahal daripada menggunkan pengiriman reguler (Scam). Estimasi waktu juga perlu dievaluasi kembali, kalau gak bisa sampai dalam 4 hari, jangan tulis pengiriman 2-4 hari.",Netral,2
thanks sudah dapat gopay later,Netral,2
bagus,Netral,2
Apk busuk saya udah langganan dari 2016 tapi akun keblokir tanpa sebab ðŸ‘Ž,Netral,2
"Mesen gojek ada biaya aplikasi n layanan , sekarang mau beli sesuatu di Tokopedia ada juga biaya layanan dan jasa aplikasi, makin kesini kok jd mahal nih GO TO, mending di Shopee deh .",Netral,2
Sekarang tambah biaya aplikasi.,Netral,2
"Apk payah ongkir mahal pengiriman lama nya minta ampun,pantes kalah saing Ama apk oren, pelayanannya beginiðŸ‘Ž payahhhh.",Netral,2
Jasa kirim yang lain suka seenaknya dan gak mau anter kerumah Kalau jasa kirim JNT ontime dan ramah,Netral,2
Promo pengguna pertama tidak bisa digunakan. Alasan ada kecurangan lah padahal baru pertama bikin akun di tokped...,Netral,2
"Mohon diperbaiki untuk update data nomor telepon, saya sudah update nomor telepon tpi masih jika dapet diskon isi pulsa malah kedetek nomor telepon yg lama padahal di profile sudah ke update nomor telepon yg baru...",Netral,2
auto langganan untuk seller yang amanah,Netral,2
terbaik,Netral,2
tokopedia terpercaya,Netral,2
Gratis ongkir nya dikurangi jadinya mahalan ongkir daripada barang nya.,Netral,2
"Gak suka aaaa,kouta baru beli pas buka tokped malah loading mulu ngga jelas bilangnya sinyal lah ini lah padahal sinyal di hp bagus",Netral,2
"Saya jual barang dgn nominal 3,2jt dan toko Aya sudah upgrade ke power merchant saya kira ga akan ada potongan apapun eh ini malah kena potonga mending kalo potongannya kecil mah ini sampe 58rb,ngotak dong",Netral,2
"Tokopedia mengalami penurunan performa dari mulai gratis ongkir yang tidak bisa digabung dengan cashback, biaya aplikasi menjadi 2rb, hingga loading aplikasi yang lama..",Netral,2
"Tukang begal cashback, cashback gimmick-gimmick!!! Bankrutpedia!!!!",Netral,2
Mantap,Netral,2
Oke.. Mantab. Belanja disini murah meriah.,Netral,2
bgus,Netral,2
Tetap Tokped yang paling terbaik dari marketplace online yang lain ðŸ‘ðŸ‘ðŸ‘,Netral,2
Gokil ðŸ˜€ Hargana sama dengan toko sebelah Tapi ongkirnya hampir 10 kali lipat dari pada toko sebelah.,Netral,2
"Tlong donk tokopedia belanja 50 atau pas promo free ongkir 20rb, balikin seperti dulu ongkirnya 1.000, masa skramg minimal 50rb ongkirnya 22 rb gx kyak dlu ongkirnya 1.000",Netral,2
Sangat mudah di mengerti,Netral,2
Makin kesini gratis ongkir makin terbatas. Padahal sudah member gold. Aduuuuu,Netral,2
"Parah banget skrg kalo checkout ada biaya layanan 1k + 2k biaya aplikasiðŸ¤£ Sdh seller kena pajak, buyerpun kena pajakðŸ¤£ Pantes skrg toko gue di siijo jd sepi bangetðŸ¤£",Netral,2
Mntap,Netral,2
jasa kirim tidak baik  pelayanan lama  tidak ada penyelesaian masalah selain menunggu  sering error,Negatif,1
posisi jam   malem  listrik rumah dah mau mati  setengah jam gak keluar keluar tokennya  pesen token pln untuk pertama kalinya di tahun ini  dan cukup sekali ini saja,Negatif,1
tim devs nya kl gk becus coding filter di app ini sini gue ajarin  buat apps ngasih filter yg akurat aja ga mampu  to ngasih fitur story gk guna mampu  apps cina lawak,Negatif,1
tolong benarkan bug dj bagian tambah alamat baru melalui aplikasi hp  sangat susah untuk bikin alamat baru karena setelah pilih kota  isi layar hilang   dan akun saya juga tidak bisa belanja flash sale karena katanya mencurigakan  padahal saya tidak pernah ad melakukan kecurangan  masalah ini sudah terjadi selama   tahun dan tidak pernah ada solusi yang diberikan  solusi yg pernah diberikan sebatas  masih bisa menggunakan promo lainnya   thanks,Negatif,1
buruk  even satu aja ga cukup menggambarkan bagaimana kacaunya shopee  pdhl antara shopee dan pihak pengiriman sama  berada dalam   perusahaan induk  cuma amat sangat lama menemukan solusi    hari    belum lagi alasan yang tidak masuk akal dan mengada  yg mengatakan bahwa alamat rumah saya susah utk ditemukan  gmn susah ditemukan  pd saat dan hari yg sama saya jg order barang dan barang tsb sampai d rmh  jd mengada  klo mengatakan bhw rumah saya susah utk ditemukan   hanya dikasih kompensasi berupa vocer tanpa sedikitpun dr cs mencoba menghubungi saya via telp menjelaskan kenapa   hari barang pesanan saya baru dibatalkan  sungguh mengecewakan pelayanan perusahaan sebesar dan sekelas shopee  tdk ada interaksi personal ke konsumen,Negatif,1
seneng belanja di shopee apa lagi sekarang lagi banyak diskon ya walaupun sekarang ada biaya admin dan pelayanan tapi gpp yg penting gak mengecewakan minta tolong buat seller  yg suka nipu barangnya ga sesuai pict di tindak supaya customer ga tertipu terima kasih,Positif,0
sebagai salah satu app online shop di indonesia yang memiliki pelayanan terburuk dan sangat mendukung penipuan yang ada di indonesia  shoope sekali lagi memberikan rasa khawatir dan tidak nyaman dalam pengalaman berbelanja online  jadi melatih mental menghadapi banyak resiko penipuan  saya sendiri beli produk dikirimi batu  congrats shoope semakin dibelakang,Positif,0
music stopped from spotify or another player   when i open this app,Negatif,1
tolong ini servernya di fix sering banget yang namanya error  lalod  no koneksi lah masa e commerce segede ini masih punya banyak kendala,Negatif,1
dua kali pengalaman belanja dishopee dua kali kecewa  biasanya sy belanja ditiktokshop pengiriman paling lama   hari ke sultra  tapi dishopee gak sesuai estimasi  masa barangku tiba sebulan  kirim pakai perahu kalian  shopee laknat,Negatif,1
mantap,Positif,0
memudah kan bertransaksi,Positif,0
nyesel bayar tagihan wifi pake shopee  lagi penting banget tp prosesnya lamaa tidak saatt seett oaalaahh woo woo repott,Negatif,1
shopee ga nyaman dipake dimalam hari karena sampe detik ini ga support dark mode,Negatif,1
belanja di shopee selalu memenuhi kbutuhan sy dan lemgkap   gak lelah kelililing ke kota nyari perlengkapan rumah,Positif,0
tidak bisa menambahkan alamat baru di akun shopee saya  toolbar  selanjutny  hilang setelah saya isi alamat  langsung blank warna putih  mohon segera di perbaiki,Negatif,1
thank u shopee udah selau ngasih gratis ongkir  cocok banget buat emak  yg mager keluar rumah  ingat belanja  ingat shopee,Positif,0
shoppee adalah aplikasi yang sangat worth it selama saya memakainya  fitur dan kemudahan akan pembayaran maupun pendanaan sangat mudah sehingga sangat efisien dalam memenuhi kebutuhan,Positif,0
kenapa biaya penanganan kalo cod mahal bgt sampe,Negatif,1
semakin ke sini pilihan free ongkir ternyata mempengaruhi durasi pengiriman  order barang tgl sekian datangnya       minggu ke depan  padahal dulu     hari sampai lol  sudah banyak biaya  nya sekarang  pelayanan  aplikasi  ini itu gak kayak dulu lagi,Negatif,1
belanja di shoppe udh top lah  terus ada jaminan juga  selama ini setiap belanja di shoppe ga pernah kecewa  kalaupun ada kesalahan biasanya dr toko nya bukan dr pihak shoppe  dan yg lebih seneng lagi shoppe sering bgd ngadain flash sale yg harganya jauh dr harga sale di toko nya lgsg    shoppe emang keren,Positif,0
aman dan terpercaya pastinya,Positif,0
belum di coba  mudah n gk seperti sebelumnya yg bikin boros dan cepat panas hp,Netral,2
masih banyak penjual yang maling penjual yang nipu penjual yang tidak jujur dan dilindungi oleh pihak mrktplc ini sudah jelas jelas bukti semua sudah di buktikan masih saja tidak ada tanggung jawab,Negatif,1
semoga usaha nya lancar amin,Positif,0
good,Netral,2
kenapa kalau browse di shopee hp ku mesti panas,Negatif,1
masih ada beberapa toko yg nakal  sebaiknya pihak shopee bertindak,Negatif,1
mantap,Positif,0
tolong buat fitur ceklist pesan biar engga hapus satu  dong  biar kaya dulu sebelum update app shopee nya,Positif,0
nice,Positif,0
sekarang tidak bisa cod lagi kenapa,Negatif,1
tidak ada pilihan pengembalian  begitu bilang barang nya sudah sampai malah dibilang sudah diluar garansi shopee   super sampah,Negatif,1
saya pengajuan untuk penghapusan akun banyak alesan  kenapa saya mau hapus akun karena akun ini spaylater dan spinjam nya aktif saya mau nonaktifkan tidak bisa kecuali hapus akun  sedangkan hapus akun juga ga bisa tolol,Negatif,1
komisi shopee affiliate gak dibayar shopee expressnya juga pelayanan kurang,Negatif,1
nice,Positif,0
nice,Positif,0
shopefood udh mahil  gk mashok,Negatif,1
loading lama bgt  plus lemot,Negatif,1
bisa ga klo ga pake satu jenis kurir aja  pengiriman dimonopoli j t tapi ga beres,Negatif,1
spx pengiriman paling lama  rasanya nyesel banget beli make shoppee klo ketemu sama spx,Negatif,1
admin shopee lambat dalam pelayanan diskusi barang cacat  sudah lebih    jam blm ada jawaban,Negatif,1
setelah upgrade jdi gak bisa kepake,Negatif,1
shopee tolong di jawab yah  saya sudah update versi terbaru tapi kenapa selalu keluar sendiri saat lagi buka aplikasinya   ini sangat memakan waktu karena harus masuk berkali kali   tolong dong gimana solusinya,Negatif,1
shopee tolong kasih mode gelap  soalnya mata saya suka sakit kalo buka malem  pas udah matiin lampu mau tidur,Negatif,1
aplikasi yang sangat membantu dan semoga ke depan lebih di perbaikin lagi biar tambah sukses aplikasi nya,Positif,0
bagus,Positif,0
aplikasi di hp tidak friendly dengan disabilitas  padahal banyak disabilitas yang belanja di shopee termasuk saya sebagai disabilitas  semoga lekas di update ke friendly version,Negatif,1
mudah dapatkan bonus ongkir,Positif,0
harga barang     ribu harga ori  jutaan jdi    k aja wk hebat shpee,Positif,0
kbanyakan fitur makin hari makin lemot,Negatif,1
good     goodd   goodd,Positif,0
spaylater ga nambah  limitnya  payah ga seperti kredivo cepet naiknya,Negatif,1
shoppe skg ada biaya penanganan dan mahal,Negatif,1
pelayanan tidak jelas  gara  double order makanan saya jadi hambar  anyep  ga recomend sekarang,Negatif,1
maaf saya kasih bintang   dulu agar di respownd keluhan saya   sebenarnya saya sangat berterimakasih sebesar besarnya telah memudahkan saya berbelanja secara online  yang saya keluhkan kenapa setelah saya klik pesanan di terima selalu ada penipuan yg menelpon saya   mereka tau barang apa yg kita pesan   mereka tau nomer telpon kita dan mereka tau ketepatan waktu pengiriman   mereka selalu menelpon via wa dengan modus cashback   saya mohon pihak shopee agar meningkatkan keamanan dan privasi setiap user konsumen   saya khawatir ada beberapa yang akan menjadi korban,Negatif,1
semenjak ada shopee  saya ngga perlu repot lagi buat pergi keluar rumah buat belanja ini itu  tinggal klik dan juga harganya bersahabat  good job shopee,Positif,0
keren,Positif,0
gayeng,Positif,0
sangat membantu,Positif,0
nice,Positif,0
suka shoppee krn byk promo,Positif,0
akhir akhir ini sering bangt untuk proses pembayaran error  semua type pembayaran sudah dicoba  gagal terus  buang buang waktu untuk menunggu prosesnya,Negatif,1
setiap kali order food sekarang disini ada biaya pengiriman plus layanan  kalau semisal contoh  saya order mie ga oan  disitu saya bayar pakai shopeepay ujung nya harus bayar parkir lagi  dan itu cash  sedangkan bagaimana kalau tidak ada cash  dan itu memberatkan konsumen  tolong crosscheck lagi dengan mitra terkait  parkir memang terlihat tidak seberapa  tapi kalau memberatkan konsumen  terus biaya layanan tadi untuk apa  mohon kerjasama nya bilamana ini aplikasi pengantar makanan yang bisa dikatakan baik  terima kasih,Negatif,1
aplikasinya cacat makin kesini makin ancur pelayanannya,Negatif,1
tolong shopee fitur blokir nya di buat untuk kita yang gak mau ketemu lg sama akun seller gak amanah  udah di blokir tapi masih bisa di klik dan belanja di toko yg kita blokir,Negatif,1
sangat membantu dalam berbisnis,Positif,0
tolong bikin aplikasinya jangan membingungkan dong  promo  nya susah buat di cerna buat pengguna awal sopi sperti saya,Negatif,1
trimakasih shopee sangat terpercaya sangat membatu bisnis kita mantabb,Positif,0
tiap kali ada flash sale   promo   masukin voucher  pasti langsung dibuat loadingnya lama  trus langsung tulisannya sold out   voucher habis  padahal internet udah cepet banget  tapi kalo ga lagi promo bisa nyambung cepet loadingnya  kalo emang karena banyak user yg loading di waktu yg bersamaan  ya seharusnya juga bisa diperbaiki dong sistemnya supaya bisa lebih baik lagi  kan ini aplikasi digunakan untuk   negara  jadi terlalu banyak user ga bisa dijadikan alasan,Negatif,1
tidak merespon waktu diklik pencarian  terkadang delay,Negatif,1
jangan kau suka update seenak jidatmu,Negatif,1
kecewa sama shopee pake banget,Negatif,1
jgn maksimal hanya   toko untuk sekali checkout  repot kalo mau pesan bnyk brg sekaligus,Negatif,1
sangat mudah dan menyenangkan berbelanja di shopee,Positif,0
great,Positif,0
pesen brg di tgl   dgn sistem cod brg dtg tgl    oke dimengerti mungkin krn lg promo penjual kualahan tp ketika di cek brg tdk lengkap  udh byr pula posisi sy cek ny pulang kerja  komplen mengnai refund smp skrg ga selesai jg cuma   rb oh tuhan gini amat konsumen tiap kali mau chat agen customs sllu sibuk sprt di blacklis  begini kah pelayanan nya utk knsumen yg udh lama belanja di shope,Negatif,1
terus tingkatkan kenyamanan pembeli dan pedagang yahh,Positif,0
sejauh ini bintang,Positif,0
face recognition jelek,Negatif,1
belanja di shopee paling rekomendit  sangat populer untuk e commerce kalangan milenial  banyak gratis ongkir banyak diskon dan banyak keuntungan lainnya  bagi yang sudah mengetahui ilmu agama  keuntungannya termasuk riba,Positif,0
sejauh ini shopee oke lahh  alhamdulillah ga ada masalah  selalu pake aplikasi ini soalnya banyak promo and gratis ongkir wkwkwk jangan lupa shopee sering  gratis ongkir ya     aku cinta shopee,Positif,0
saya pesan makan resto tutup dan kasian driver  yang ambil pesanan lalu di batalkan yang mengakibatnya performa driver turun ini sdh   driver yg lapor kesaya resto tutup saya kesusahan telpn pemilik merchant dan karna saya full menggunakan internet untuk telpon call center yang mahal dan lamban bikin menguras dompet tolong shoope ciptakan telpon call center tanpa pulsaa chat bersama choki choki sungguh tidak membantu fitur pembatalan sdh ada di point yang tidak boleh di lakukan knp tidak di munculkan   hanya di artikel saja munculnya  harus   jam dulu untukk bisa membatalkan  bagaimana orang yang kelaparan dan butuhh   banyak point  shoope yang harus di perbaikin,Negatif,1
bener bener ya shopee skrg ni  bikin saya sangat kecewa paketan sya ini sudah lewat estimasi berhari hari  malah belom juga ada prbhan  ni gara gara si shopee saat ni tidak trllu kerja sma dg jasa j t jadi pktan cust semua bnyak yg overload trutama yg cod malah sllu dblkngin  sya mong sesuai fakta krna sya tau sndri dri kurir j t klo shopee skrg tidak trllu kerjasama dg j t,Negatif,1
sampah ga bisa buat sandi,Negatif,1
jangan matiin musik saya di background  hal yang paling menjengkelkan kalo butuh buka apikasi,Negatif,1
beli barang di web blm percaya kalau penjual gapunya akun shoope  makasi ya shoope udah memenuhi kebutuhan selama ini,Positif,0
sering eror,Negatif,1
sistem double order untuk driver shopeefood sampah  merugikan cust dan driver,Negatif,1
hp saya hilang  sudah meminta pemblokiran paylater atau spinjam  tapi tetap di konfirmasi shoppe terus kalo kaya gini gimana  saya yang tidak merasa meminjam uang shoppe harus membayar  sudah minta rincian biaya hutang perbulan saya tapi terus terus am di tunda    lucu banget biar pembayaran saya menumpuk karna harus membayar bungga    spam pembayaran oleh nomor tidak di kenal sampai nelpon  ga jelas banget shoppe gausah ada aja deh aplikasi ini di indonesia,Negatif,1
tolong diperbaiki suggestion pencarian berdasarkan barang yang benar pernah dicari  kenapa selalu ada nyempil   suggestion yg ga relate sama barang barang yg pernah dicari,Negatif,1
turunkan biaya penanganannyaa         lainnya best,Negatif,1
caption blum di rename,Negatif,1
pokoe jos,Positif,0
fitur wishlist barang jgn langsung ke atas dong ribet harus scroll ke bawah lagi kaya dulu aja udh ga langsung balik ke atas,Negatif,1
penasaran aja  skrng driver emang bisa ngambil pesanan double atau gimana kah  soalnya kadang ada yang ngakunya double dari aplikasi ada yang bilang ga bisa double  penasaran aja  kadang suka kesel kalo lagi pesen sop atau soto  nyampenya udah jadi es,Netral,2
lo pikir daerah gw kejangkau sama ekspedisi shopee lo   seenaknya main on pengiriman shopee express  mikir gak lo   sengaja bet lu diem diem aktifin ekspedisi lo jelas jelas di daerah gw ga kejangkau  kocak emang,Negatif,1
paraah paraahh paraahh    status d bilang hilang eehh   hari kemudian lgs d kirim    pikir  deh klu download ini skarang semakin jelek servis nya,Negatif,1
simpel   cman spylater nya   thun g naik  belnja seblun hampir    jtan,Negatif,1
entah bagaimana caranya  harus ada qc,Netral,2
barang dikembalikan ke penjual  alasannya terkendala di alamat  padahal checkout    barang di waktu yang sama dengan alamat yang sama    nya sampe semua  yang satu di balikin sama expedisi standartnya mereka  yang lain pake expedisi lain amaann udah beberapa kali barang gabisa dikirim gegara ga diambil  dikembalikan  expedisi dari aplikasinya sendiri kacau bener,Negatif,1
sy sekali mendapatkan barang palsu yg dijual seller shopee  membeli serum palsu  dari pihak shopee sendiri minta bukti terus  sy sudah upload beberapa bukti berupa video dan photo  tetapi ditolak  yg jelas  produknya palsu  tidak ada exp date jg   semoga pihak shopee yg menilai produk tsb akan mengalami hal yg sama seperti sy   terima kasih,Negatif,1
tolong yaa shopee expres kalo cari kurir yang jujur pertama barang pick up saya   paket itu ga sampe ke pembeli terus kedua barang returan ga sampe ke tangan saya tapi di notif katanya udh keterima sama penjual ngotak lah mana ada kurir jam set    malem mau ngembaliin returan di tambah saya udh tidur jam segitu lain kali cari karyawan yang jujur bukan yang ngga jujur kaya tikus main makan hal orang lain,Negatif,1
to learn,Netral,2
woow amazing,Positif,0
apk nge bantu banget kalo lagi males keluar the best dah,Negatif,1
buat kalian yang mau beli barang hati  y  ap lg dalam tulisan pengiriman dan sudah sampai tp tidak ke alamat tp ke kurir  fix shopee buruk kualitas,Negatif,1
kurir nya lambat dikirim pagi sampai nya malam  ameh banget jadi kurir dan kita juga tidak dapet nomer kurir jadi susah buat ngehubungi kurir,Negatif,1
untuk aplikasi bagus  buat yang jualan suka ngirim gasesuai kebanyakann dan kurir shopee lelet  pesan barang belum nyampe,Negatif,1
kebiasaan setiap transfer duit melalui shope pay selalu di pending mlu   proses nya lama,Negatif,1
gratis ongkir skrg gak gratis  cuma dipotong doang             kecewa bgt si wkwk  ditambah skrg cuma dipotong serebu,Negatif,1
apa gunanya same day tapi udh  hari ga datang   ga abis pikir shopee,Negatif,1
shopee paling buruk tangani pemasalahan kendala,Negatif,1
saya sangat lah senang sekali bisa mengenal aplikasi ini karna sangatlah aman untuk berbelanja,Positif,0
pembaruan seminggu sekali lemotnya makin parah,Negatif,1
ekspedisi shopee expres lambat sekali,Negatif,1
dikit bngt klo ngasih,Negatif,1
hassle free shopping app  fast and safe delivery,Positif,0
shopee eror mulu skrg,Negatif,1
maaf kak saya kecewa pembelian token listrik sampe skrg di prosesnya lama sekali bhkn sampai listrik saya sudah matipun tak kunjung dtg hasil pembelian token listrik saya,Negatif,1
gapernah telat tiba tiba paylater nonaktif,Negatif,1
min ongkir melalui cargo kok bs mahal x udah ya   harus belanja  jt bru dpt gratis ongkirnya,Negatif,1
boro  dpt cashback dpt gratong aja susahnyaa sekalinya dpt cuma dipotong   k  buset dah pelit amat sopi,Negatif,1
ssus,Negatif,1
spaylater bunganya besar banget   baru telat bayar sebulan karna gaji telat udh dimaki maki admin sama dc nya  hati hati deh  emang petugas shopee pada ga sopan gitu ya  udh kayak rentenir mulutnya jahat semua  bahkan katanya mereka punya akses ke kamera sama mic kita  parah sih shopee udh penyalahgunaan privasi ini  bisa diadukan ke ojk ga ya,Negatif,1
penjual di shopee banyak penipu terutama buat seller netflix  mengadu ke shopee juga gaada guna sama sekali gaada solusi  beda sama grab kalau makanan tidak sesuai langsung dikasih solusi kompensasi              mending pakai tokped  blibli  dan  grabmart,Negatif,1
sangat membantu,Positif,0
shopee knp si free ongkir min   rb skrng udah ganti jadi min   rb  pliss laa kembali ke shopee yang duluu,Negatif,1
tidak tersedia pilihan jasa pengiriman  dan pelayanan aplikasi semakin merosot buruk,Negatif,1
saya baru pertama daftar spaylater tapi di tolak  itu kenapa ya min,Negatif,1
udah update udah ganti hp tetep lemot,Negatif,1
sudah kirim bukti transaksi dan permasalahannya  masih aja menang si penjual dari refaund yg di ajukan  kocak ni,Negatif,1
gak puas dgn shope udh banyak bgt blanja di sini tapi gak bisa aktifin spaylatter agak nyesel sih,Negatif,1
kenapa ya ganti nomer dan udah saya ajukan   lama banget verifikasi nya dari sana katanya    jam udah   hari,Negatif,1
ditolak dengan alasan yg tidak ada penjelasan sama sekali  padahal kita rutin belanja di toko ini  dengan nominal yg tidak sedikit   by shopee cukup sudah saya belanja di sini  terima kasih atas penolakan yg berbulan bulannya,Negatif,1
great,Positif,0
dengan adanya shopee saya dapat memperluas pemasaran produk saya menjadi lebih luas dan tentunya dapat menambah penghasilan lebih mudah,Positif,0
biaya admin semakin membengkak,Negatif,1
aktifin akun shope yg dulu melalui fb  tpi susah verifikasi ubah no telpon ktp selalu ditolak krna telah digunakan diakun baru  jadi kendala gabisa balik dana krna cancel belanja  gabisa bkin shope pay maupun masukin krtu debit buat pengembalian dana  seribet itu shope yg mau nipu siapa cobaa gajelas  cs nya sangat    buruk pelayananya,Negatif,1
ongkir yang ditampilkan oleh shopee tidak sesuai  buyer hanya bayar   rb  karena yang ditampilkan shopee segitu  padahal ongkir yang dikenakan     rb sehingga saldo seller dipotong sebesar selisihnya     rb  ini baru satu pembeli  gimana kalau ada ratusan pembeli  bikin seller rugi,Negatif,1
sblumnya di bbrpa orderan hrusnya dpt koin  tp ini ngga,Negatif,1
ini saldoku kenapa berkurang ya  padahal blom pake apa apa dan ga ada hutang juga,Negatif,1
great apps,Positif,0
beli kuota data dari kemarin sampe sekarang udh mau   hari belum masuk  tapi ini bukan masalah harganya beli berapa tapi penanganan nya buset dah kacau banget,Negatif,1
mantap betul,Positif,0
ngasih limit spaylater tapi gk bisa di pakai  percuma  bikin kecewa aja,Negatif,1
bayar sebelum jatuh tempo tau    nya spaylater kena nonaktifkan,Negatif,1
