,Original,Summary,Sentiment
389,"I can’t even verify my phone number and I tried too many times and it says that my account can be blocked for too many attempts I click on the button continue but it doesn’t load at all, I was banned from marketplace for no reason just for asking about car prices I don’t really get it honestly and I had to do another Facebook  Account and it doesn’t let me verify my phone number still, I can’t believe Facebook is no longer a useful platform this company is falling apart, it’s horrible it needs an update and they need to take care of this issues is annoying","I can’t even verify my phone number and I tried too many times and it says that my account can be blocked for too many attempts I click on the button continue but it doesn’t load at all, I was banned from marketplace for no reason just for asking about car prices I don’t really get it honestly and I had to do another Facebook  Account and it doesn’t let me verify my phone number still, I can’t believe Facebook is no longer a useful platform this company is falling apart, it’s horrible it needs an update and they need to take care of this issues is annoying",-1
390,"The most annoying thing when using an app to consume media is when you’re watching a video and for whatever reason it exits the video (like trying to rewind the video and instead it exits bc the movements are too similar, another huge issue with this app) and you can’t get back to that video and finish watching it. Why does it keep the first of each reel the same but changes the rest when you scroll down to the next ones? And then they’re constantly changing the app and how to get to recently watched videos and reels so it’s like they intentionally just don’t want us to find recently watched videos. I’m not even sure it’s an option at the moment because I cannot find it anywhere in the app. Tiktok added the feature where you can EASILY find recently watched videos without having to like or save it, which you don’t usually get the chance to do if the app restarts or it exits off the video suddenly. Which is why anymore I just prefer to use tiktok 🤷‍♀️","Tiktok added the feature where you can EASILY find recently watched videos without having to like or save it, which you don’t usually get the chance to do if the app restarts or it exits off the video suddenly.",-1
391,"With all the engineers at Meta, no employed applications developer can improve the marketplace feature on the app? Always lagging! Can’t fix simple bugs? It’ll take a million years for it to load the selling tab on the app. To view my listings I’ll have to wait a ludicrous amount of time for the page to land SMH. All these years of experience as a tech company, what a joke.",It’ll take a million years for it to load the selling tab on the app.,-1
392,"Why can’t we see ALL our friends on the timeline? Why regulate who we see more and less of? ITS EXTREMELY ANNOYING‼️ WE WANT LESS ADS NOT LESS FRIENDS ON OUR NEW FEED! The app get worse each day. Especially when they starting controlling our MUSIC trying to be like TikTok. MUSIC LOVERS scroll on fb and listen to music, we don’t want the app disrupting our MUSIC! Unfortunately, MUCH LIKE THE GOVERNMENT FB doesn’t cater to the PEOPLE! Otherwise it wouldn’t be 2 stars. It would make 100% sense thar gov run  FB just based on those FACTS alone.",Why regulate who we see more and less of?,-1
393,"I’m 18 and I can tell you this is one of the most negative platforms I’ve ever been on. I recently deleted the app because of the negativity on the app that the fact that there’s nothing that’s being done about it. Cyber bullying, harassment, sexualizing people. It’s not a platform you want your children on. Personally I’m almost 19 and I still don’t recommend it.",Personally I’m almost 19 and I still don’t recommend it.,-1
394,"They can dish it out but can’t take it coming back at them. That’s why they don’t even give you the option to rebut them.  They censor things they disagree with.  Their community standards are in fact laughable  double standards. You can’t appeal any of their decisions without jumping through hoops and speaking legalese only an attorney would know. Yet ask them to remove things from your feed for no apparent reason other than you don’t approve of it or just plain don’t want to see it and that’s not an option.  They think threatening you by blocking your content is actually a scary thing. They basically live in their own little fantasy world,
Making up their rules as they go along to suit their fancy. They hate words like Christianity, corporal punishment, death penalty, Jesus, Trump and traditional. One of these days, Zuckerberg’s money won’t get him out of HOT water.",Their community standards are in fact laughable  double standards.,-1
395,"I have been having Facebook for over 10 years now. It used to be great platform to virtually friend people and getting all of my friends life updates. Now it has become a spam platform that contains Sooooo many ads, and almost no feeds about friends. I literally counted, less than 5% of posts in my feeds were ads, promoted post (that I am not following) or sponsored videos, despite having over 1000 friends.

Last couple years I’ve been having Facebook only for Facebook marketplace or events. However, it’s getting really bad even for these two. There are so many apps out there that are doing same thing in a better way.",Last couple years I’ve been having Facebook only for Facebook marketplace or events.,-1
396,"Their AI for bullying actually bullies victims, or in my case, me for making fun of myself. The system is terrible now, and there are many 1st amendment violations they allow from local level politicians. If it wasn’t where I have my small friends list, and I was more willing to transfer everything to another platform (but they own insta so it kinda doesn’t matter atm), I’d leave. I’m just too lazy and disinterested so…","The system is terrible now, and there are many 1st amendment violations they allow from local level politicians.",-1
397,If you like your God given rights to speak this isn’t the app for you everything gets taken down especially if your a God fearing republican these people over this company are satanic I don’t even keep the app on my phone I download it back when I need it for market place this app also is in a lawsuit for selling 150 million Americans information so cover up your camera and mic they will be watching,If you like your God given rights to speak this isn’t the app for you everything gets taken down especially if your a God fearing republican these people over this company are satanic I don’t even keep the app on my phone I download it back when I need it for market place this app also is in a lawsuit for selling 150 million Americans information so cover up your camera and mic they will be watching,-1
398,"The little bell that shows notifications stopped awhile back on my IPAD , you can’t view recent posts either! I literally see them 1,2,5,19,30, days ago? Ummm what? I’ve missed so much stuff because of this! It’s not much better on my S22 either.. haha not understanding why this is happening but needs to be fixed 🤬",It’s not much better on my S22 either.. haha not understanding why this is happening but needs to be fixed 🤬,-1
399,"- when a comment involving you (tagged person) is highlighted and you tap it, you go to the thread but not the comment itself, forcing you to ease through hundreds of messages to find your comment back.  

- often when typing larger responses, Facebook only gives you a tiny textarea to navigate blocking the rest. It also often gets really buggy making it impossible to select the right text, or moving your cursor to the wrong spot. Pretty bad experience causing me to losing my message in multiple occasions.","It also often gets really buggy making it impossible to select the right text, or moving your cursor to the wrong spot.",-1
400,"I’ve tried every step there is through their help center. I’ve reached out on Twitter, I’ve had friends report it, I don’t see how you guys let this happen. Someone changed the phone number on my account, the email; I have zero access to these and every option it takes me to is to gain access to one of these. I’m so frustrated there’s no phone support or anything for when this happens. I know I am not the only one. I STILL NEED HELP RECOVERING MY ACCOUNT",I know I am not the only one.,-1
401,"A few months ago, I tried to sell a few things that I don’t need anymore on marketplace, however my account was blocked for some reason. It was blocked for no reason I can remember, and I contacted Facebook about it. However, Facebook just said my account didn’t follow community guidelines with no context. This app is garbage.","It was blocked for no reason I can remember, and I contacted Facebook about it.",-1
402,I just went through my feed and every fourth post is an ad. I see more ads than posts from people I am friends with. Is it because everyone is jumping ship and moving to other social media sites?  Get rid of the constant ads that have nothing to do with my interests (I know I can have them personalized but I really do not want you tracking everything I do online).,I see more ads than posts from people I am friends with.,-1
403,"If you say anything about r*pe, k!ll, or if you cuss. It’ll immediately kick you off without hesitation. I understand certain words but it just keeps getting more strict every year. Yes I realize those words aren’t always good to use. But when someone just trying to explain a story or something. I can handle not cussing but when it comes to k!Ll and r@pe well that happens everyday and people are limited to how they can get the story through. Now it’s gotten to the point where you have to know what their meaning by saying SA of whatever. The app is also very glitchy if I try to reply to someone it’ll send me the notification but if I tap on it. It only leads me to the video not the comment itself. I don’t understand why I have to look for the comment. At the very least don’t show the notification so I don’t have the urge to reply.",But when someone just trying to explain a story or something.,-1
404,"Not sure what “current version” do I need because it won’t let me use, nor edit my Avatar. I tried to edit my Avatar on messenger, and it says “Page isn’t available right now this may be because of a technical error that we’re working to get fixed.”🤷🏻‍♀️ I am so confused because when I updated the Facebook app, it was prompting as the current version. Please fix this issue Meta/ Facebook.",Please fix this issue Meta/ Facebook.,-1
405,Just installed the latest update (April 2023) and now the marketplace is a complete mess. Images from other postings are now visible and leaves the posting unreadable doesn’t matter what you look at half the page shows two other items in the background when viewing one post. Second issue in marketplace is when you go to buy enlarge the photos it only zooms in not full screen. It is obviously a serious issue that needs attention with meta and Facebook.,It is obviously a serious issue that needs attention with meta and Facebook.,-1
406,"This app and its parent company are really hard to like. Zuck has confusing moderation. The app has too many ads. The app has too many bugs. You have to really struggle to get the content you want despite that being their alleged goal. Spam, hate, and misinformation are absolutely rampant. But make a lighthearted, obvious joke and look out for a ban. If it were not for the connections I’ve made with communities and the occasional interaction with friends/family this platform would have the same level of interaction I now have with MySpace.",The app has too many ads.,-1
407,Multiple people who admin groups are finding that they cannot see a group member in a group they admin.  In my case I am not being blocked as I can interact with the member on their page.  I’ve reported it to Facebook at least 5 times and nothing happens.  How do you expect us to admin groups if you can’t fix the bugs?,In my case I am not being blocked as I can interact with the member on their page.,-1
408,My notification section has been completely scrambled the past few days which makes it impossible to keep up. I don’t have time to search through days worth of notifications to find the new one. This makes FB no longer convenient or useable. Lately I’ve found in person communication and posters hanging more useful the FB. Clearly the world is going backwards which is probably a good thing.,I don’t have time to search through days worth of notifications to find the new one.,-1
409,I just wish they would have people to answer and help you. It’s so frustrating that no one helps and you click on their supposed help buttons and they give you just random help that doesn’t help. That’s my biggest gripe. If your platform is going to be this big then have actual people available regular work days and times to help people instead of the nonsense that they use now.,That’s my biggest gripe.,-1
410,Whenever I try to log in to my facebook it always says I’ve logged in too many times and to try again later but when I try again a few days after it still will not let me log in. I don’t know why it keeps doing this but it’s very annoying.,I don’t know why it keeps doing this but it’s very annoying.,-1
411,"Facebook has rules but, they don’t apply them to everyone. They pick and choose what to allow. If it goes against their political alignment....

Also, if you use the app, read something, to fact check it and return, it reloads when IT wants to loosing the post you were reading.  Makes it impossible to fact check anything you find.   

Skip the app, use the web site.",They pick and choose what to allow.,-1
412,"At this point , this is an advertisement app that’s it. There is nothing personal for any of us to gain from this app. There is nothing fun . Most of the material on here is from instagram or Tik tok . Absolutely no originality. In addition, they have “community guidelines” that prohibits certain speech and speakers to giving their HONEST insight on a topic. But because it doesn’t fit facebook’s agenda , it gets taken down.

All in all, this app is CRAP.",There is nothing personal for any of us to gain from this app.,-1
413,"Recently, i noticed that i i dont have reels in my Facebook account,i Have tried several ways to get my reels i didnt have a complain 
Way so i clicked the app store please give my 
Reels back until then its a three star reviews other then that Facebook is really fun please fix this problem","Recently, i noticed that i i dont have reels in my Facebook account,i Have tried several ways to get my reels i didnt have a complain 
Way so i clicked the app store please give my 
Reels back until then its a three star reviews other then that Facebook is really fun please fix this problem",-1
414,"There are way too many “Suggested for you” posts, which makes it much harder to see posts from friends and family. An easy fix would be to allow users to turn off suggested posts, or snooze them like you can on Instagram. Of course Facebook also has much more systemic issues, especially with content moderation and misinformation, but the “Suggested for you” thing seems like a relatively simple thing to fix that would at least make Facebook useable.","An easy fix would be to allow users to turn off suggested posts, or snooze them like you can on Instagram.",-1
415,The only reason that I use Facebook is because I have family who live out of state and currently out of the country so this is a easy way to check in on them but with that being said my page keeps getting hacked and I keep receiving messages from ad’s that I don’t want or need or ask for. I think that I will deactivate for good because this is just sad on every level.,I think that I will deactivate for good because this is just sad on every level.,-1
416,"Can’t see any of my liked pages or groups without seeing an ad after every other post. Getting super tedious. I understand the need for ads but I’m in so many groups and never see any of their content anymore but I see so much from pages I don’t want to. Also, update so posts auto refresh. The fact I have to exit a post to see new comments is ridiculous. It’s 2023. Grow up.",The fact I have to exit a post to see new comments is ridiculous.,-1
417,"I never write reviews on any apps. But now I need to do it. Facebook is really misunderstanding to be honest. I do understand the limits and regulations for the users but it was really hard to just for instance change my own name and when I even sent my official original passport, surprisingly my app was completely blocked for 60 days or smth. And now I am unable to use the app. There are some other situation that had happened as well. But that’s now my rating for this app honestly. I have no idea what should I do if I need a Facebook app for my needs to use it.",Facebook is really misunderstanding to be honest.,-1
418,The app is supposed to make making changes easy for users on the go. This app is falling short. It is almost impossible to make changes to posts on my phone. I don’t want to be chained to my laptop/computer. The Featured section is hard to get into through this app.,The Featured section is hard to get into through this app.,-1
419,"I keep getting locked out of my account for no reason, Facebook claiming that I violated some kind of terms but they don’t specify what. Facebook’s security protocol is over the top. They make you jump through so many useless hoops to try and unlock your account, meanwhile there are thousands of scammers and fake profiles that still haven’t been removed even after reporting them. Such a shame that this company still exists.",Facebook’s security protocol is over the top.,-1
420,"Why do I have to daily select “do you want to see more” of pages I already follow and interact with when my feed is absolutely clogged with garbage spam I continuously and repeatedly have to mark as such. I want to keep up with my friends, not your paid advertisers.","I want to keep up with my friends, not your paid advertisers.",-1
421,"There are so many bugs with refreshing, notifications, formatting.  The iPad version doesn’t work well at all and they don’t care.  Also, you’ll catch bans off of something random like a fine art piece, album cover, a cat eating a slice of pizza however; the most hateful comments and dangerous rhetoric doesn’t get a ban.  Facebook is a danger to society.",Facebook is a danger to society.,-1
422,Upon further understand the function of this app is in fact NOT social media. It is a cover for political propaganda. Some users voices are completely silenced while the misinformation that fits the political agenda of the CEO are uplifted. I have tried many times over my 15 years of social media marketing to make valid concerns voiced on this platform. Time and time again the information was not shared and in some instances removed without a proper reason given. “Groups” was supposed to be a way for communities to congregate in an online setting but the over reach from the meta team has created even groups an unsafe space for voices to be heard.,It is a cover for political propaganda.,-1
423,"Not only are the ads out of control and repetitive, the posts I constantly see are from the same 10 people/advertisements. The site in general is just as unsafe as TikTok. Meta will steal your information and sell it to third parties(they’ve already gotten sued for it and it will continue to get worse.) nothing is more embarrassing than having a private conversation with someone in a car and then 20 minutes later seeing those same things you just had a private conversation about as ads on your Facebook page. Disgusting.. do not save any card information let alone and personal information through “META”. How this is legal is beyond me..",Disgusting.. do not save any card information let alone and personal information through “META”.,-1
424,"Won’t allow me to see who viewed my story even though it should be available for 48 hours, won’t allow me to see everyone who engaged with my story. For example if 150 liked or reacted with my story it only shows me 20, and keeps repeating those 20. My friends drop suddenly 20, 30, 40 at a time for absolutely no reason. I tried to use Gn dating but received a message saying I wasn’t eligible??? No explanation and no “community guidelines” broken.","For example if 150 liked or reacted with my story it only shows me 20, and keeps repeating those 20.",-1
425,"I remember the days of Facebook when it was a classier, sleeker version of MySpace. I could have my flair board, my friend’s posts were in chronological order, there were no random accounts of couples pranking each other popping up as suggested, no political agendas being pushed.... times were simpler back then. FB was truly about social networking and seeing what your friends were up to, and maybe following the occasional “What would Chuck Norris do?” page or something. I can’t be the only one who misses the simplicity of what Facebook used to be instead of all the unnecessary added frills that harvest our information and give us unnecessary crap.","FB was truly about social networking and seeing what your friends were up to, and maybe following the occasional “What would Chuck Norris do?” page or something.",-1
426,"I have been trying to get a response from Facebook for more than 10 months. They claim Professional Mode is available to all users but it isn't an option for my account currently. 

I have reported the issue more than 15 times and they have still not fixed my account or responded over a long period of time. I even filed a BBB report- still, no fix/ no response. Not very professional to make claims of features for all falsely, ignore customer raised issues completely and fail to fix or acknowledge issues entirely.  

False marketing and absolutely no customer service support (0/zip/none). Awful company.","I even filed a BBB report- still, no fix/ no response.",-1
427,"this is the worst app i have ever used. truly. i’ve been on facebook for a decade as my only main way of communicating with my friends and loved ones across the globe , and even after ten years the app is STILL horrible. no one sees my posts i have almost a thousand friends. i cant even lock my profile because i live in the US????? professional mode is a joke as someone trying to promote a business. do better mark.",no one sees my posts i have almost a thousand friends.,-1
428,In the past was always able to load the older version of Facebook when cleaning iPad. As of several days ago it tells or asks me if I want to load older version but then does not load.  It goes and asks me again and again. Now impossible to load older version even though it is offered via message pop up on apps and cannot fully delete prior version. But telling me it requires ios 13.4 or later but can load older version is the problem...just keeps telling me can load older version when i try to load it,It goes and asks me again and again.,-1
429,I buy/sell/trade sports cards on Facebook and am a part of about 8 different groups on Facebook involving that. Well out of nowhere multiple groups stopped showing all posts besides people that were subscribed or stream in that group. Super frustrating as I’ve done thousands of deals in these groups and tried everything from resetting my Facebook to logging out and resetting my cache.,Well out of nowhere multiple groups stopped showing all posts besides people that were subscribed or stream in that group.,-1
430,I was recently hacked by the Lily Collins hackers. They take over your account and delete it I guess…. 11 years worth of pics and memories all gone…. I’ve tried and asked many times for help with this from fb. Haven’t even received a response in 4 weeks. Pretty lame. Why have all the help center and contact info if it’s just a charade?,Haven’t even received a response in 4 weeks.,-1
431,"Even after the last Facebook update and even after I updated my iPad Air to iOS 16.4.1, I’m still not getting any notifications in the app itself, even though I had notifications turned on in my settings. The app icon does show the number of number of notifications on the upper right corner of the app icon but when I go into the app, it still doesn’t show where my notifications are at. It’s blank. I hope Facebook fixes this ASAP. Is there any way to fix this? These updates are very buggy! Please fix this ASAP!","The app icon does show the number of number of notifications on the upper right corner of the app icon but when I go into the app, it still doesn’t show where my notifications are at.",-1
432,"Facebook is great! It changes with the sociopolitical tides and much can be learned about the world outside your doorstep without having to risk the consequences. It may have a low rating but that is only slander. If you are aware of the real world, you will appreciate the nuance of Facebook and other Meta products.",It may have a low rating but that is only slander.,1
433,Took the lyrics “it’s cool when they do it . It’s a problem when I do it” too another level. All I did was share someone’s post talking down to it . And I got hit for adult solicitation. Even tho I said it was wrong . But the post itself was still up with no problems . I disagree with it and got  3 day banned. At this point . I’m done with this application. Beyond a waste of time . Twitter here I come .,It’s a problem when I do it” too another level.,-1
434,"I left facebook. I left the convenience of reaching out to friends on line. I had over 300 friends on my list but rarely did i see their posts. I did,however, see many ads and recommendations of pages. I miss the old facebook. Anyone out there know of a page where it is easy to keep in touch with friends on line?",I miss the old facebook.,-1
435,"I’m tired of the adds for one and completely tired of the whole left wing agenda of the people who police my page constantly. I have a constitutional right like every single person in the United States of America of freedom of speech and to support who I want to. however Facebook will shut me down are flat out just not let my post to be seen it happens in my reels too. I thought Facebook was an international app for people of every country why are they so stuck on not letting the anti-federalist have opinions? and I’m tired of him stalking my page, when I only post things I find from other peoples pages but other people seem to get away with it..",I thought Facebook was an international app for people of every country why are they so stuck on not letting the anti-federalist have opinions?,-1
436,Most relevant to who exactly? Liberals and their agenda? That’s not relevant to me at all  actually. Why is it that I have to hit all comments every time I press on a post? This app is garbage and the moment another better social media comes out everyone will switch. Also I was private message by some lady calling me names and making threats and then blocked me. I went to report the messages but I cannot. So Facebook is literally condoning cyber bullying and there’s nothing I can do about it. Just let the hateful people say what they want and I can’t even report their messages. Absolutely garbage,Liberals and their agenda?,-1
437,"Not sure what’s going on with this app but no matter how many times I try to access it, it exits within 2 minutes by itself. I deleted the app and downloaded it again and STILL the same thing. I have the current update but it just keeps crashing. Please take time to review the problems and fix them. Thank you!",I deleted the app and downloaded it again and STILL the same thing.,-1
438,Your content and reviews would have been better if there are more security issues that were supposed to be able to make people aware and safer in their hands.  I don’t like your updates it confuses my use everyday and every night.  You’ll needed more security an patches an updates to fix our problems.  Your platform needed mor improvements then to make your voice heard an not settling more corrupt system infrastructure that once worked on for years.  Please I want you to know that you are not the same people you were than allows fake accounts being compromised an hacked there their accounts by not notifying the users !,Please I want you to know that you are not the same people you were than allows fake accounts being compromised an hacked there their accounts by not notifying the users !,-1
439,"Since the last update the app no longer reflects when you have new updates to review under home,friends, watch, marketplace and notifications. The app use to show a number in a red circle but no longer does. This is also the same issue for new messenger messages in the top right. Also watch is now full screen and is hard to watch. Was this intentional, are there new settings or is this a bug. Please let me know if a bug do you know when it will be fixed? If new settings what are those? I can share screenshots if that helps. Thank you.",Please let me know if a bug do you know when it will be fixed?,0
440,"My reviews keep disappearing… that’s not cool.

What’s up with notifications NOT happening in REAL TIME!?! I got a few likes on a comment and ZERO notifications about it. I got a notification about a comment on a public page’s post I had commented on but when I clicked it didn’t engage at all. The rest of the notifications worked. I could get to the post by going to the Brand’s page and seeing the post and finding my comment that way but kind of ridiculous. You know when I migrated from MySpace to Facebook it was bc Tom kept implementing changes we didn’t want. You’ve now been doing the same for a few years. Stop changing the fundamental way the app is supposed to work and bring back real time notifications!!

I’m also sick of getting notifications for things idc about nor did I subscribe to notifications for! But the things I want aren’t showing.",But the things I want aren’t showing.,-1
441,For my facebook it was the best thing that could exist for me but since I've been removing my accounts it's not the same I had an account like since 2012 and I took it dissent that it's not mine I realized another account that wasn't mine and I had to remove that and create another one and again it's taking me off because I lost my Instagram and many important things in my other facebook where I was always disqualified and fulfilled the facebook conditions but I don't know what happened I want help I am from Ecuador and reside in the United States right now I am legally and I hope they help me,For my facebook it was the best thing that could exist for me but since I've been removing my accounts it's not the same I had an account like since 2012 and I took it dissent that it's not mine I realized another account that wasn't mine and I had to remove that and create another one and again it's taking me off because I lost my Instagram and many important things in my other facebook where I was always disqualified and fulfilled the facebook conditions but I don't know what happened I want help I am from Ecuador and reside in the United States right now I am legally and I hope they help me,-1
442,"Well, y’all fixed it for a few days, but it’s broken again. If you’re reading comments and then click on a profile and try and go back to the comments, it takes you to the top of the post, instead of where you left off in the comment section. Please, fix it.","Please, fix it.",-1
443,"my account got hacked on my iPhone, and they got rid of I no longer have access to this account for iPhones on the app 20 years plus, I can’t believe this security is awful or no way to get the account back","my account got hacked on my iPhone, and they got rid of I no longer have access to this account for iPhones on the app 20 years plus, I can’t believe this security is awful or no way to get the account back",-1
444,"Facebook censors the truth and is a racist platform that targets minorities. Fb constantly targets Sikh accounts and shadowbans them or deletes them without warning, despite these pages not having violated any guidelines. I have noticed that whenever I post any actual issues, my views and engagement always go down so much. However, when I go back to posting pictures of food or outfits, it’s perfectly fine. This app is literally trash!!",This app is literally trash!,-1
445,"The only reason we still use this piece of garbage is sheer habit. You can’t get through a single article longer than half a page without it whitescreening, and that’s even if you can find something interesting, instead of the same recycled crap that’s flowed across your screen a hundred times before","You can’t get through a single article longer than half a page without it whitescreening, and that’s even if you can find something interesting, instead of the same recycled crap that’s flowed across your screen a hundred times before",-1
446,"I honestly am telling you that old Facebook is the best more than Meta…I hate Meta is very strictly, don’t care and lousy service…You won’t help me nothing because I’m deaf person, so I can’t type your comment and my english comment is not good without the phone, not fair to me… I prefer to call you in person on VP and communication with you smooth easily without write review… Your Meta Company is sooo stupid because it already changed from old FB to Meta… Why do you that to us? Why not, u should be keep this old facebook without Meta period. And you don’t know that many deaf people loves old same FB more than Meta. The old Facebook is the best # 1…",The old Facebook is the best # 1…,-1
447,"The FB app keeps getting worse. It’s been a while since they removed the option of viewing “Most recent” posts on my feed but that is still a terrible idea. Now, I get to see weeks old posts that would have been useful if they had shown up when they were posted but aren’t of any interest so long after the original post.
As mentioned in other recent reviews, the latest version is cutting off the top of posts so you can’t see who posted it or part of the post.
Another problem is that the app will alert me to “new” posts I have already seen and liked, in some cases that I saw days before.
I’m thinking of deleting the app and only accessing FB on a computer.",I’m thinking of deleting the app and only accessing FB on a computer.,-1
448,"In an effort to be “securely the platform has made it impossible for me to change my password without knowing my password. Since I have forgotten the password, I can’t add an email address to the account, enable two-step authentication, or add any other security features to my account. I’m stuck in an endless loop of needing a password in order to set up a password. Ready to delete my account and start over again.",I’m stuck in an endless loop of needing a password in order to set up a password.,-1
449,Can’t delete lawsuit message from Facebook application notification section,Can’t delete lawsuit message from Facebook application notification section,-1
450,"I don’t trust your updates since it was revealed what u do with our info. Fb i keep confirming that u can mess it up even worse with every upgrade. Now the Friends panel changed, Outgoing requests vanished, instead of 5 labels of friends now u FB made a f mess.

Update Apr 2023. Such a poorly designed application, it is worse and worse. For 3 days the news page in my feed is empty saying to check later. For 3 days i keep checking and no news. I updated everything, FB, ios, restarted, nothing worked. Even simple task as adding or removing News from the bottom toolbar is not user friendly, without google is difficult to figure out how to add back the News in the toolbar…damn why someone doesn’t fix this -1 star app!?",For 3 days the news page in my feed is empty saying to check later.,-1
451,"Ever since the last update the news won’t update. It’s just says “That’s it for now.”My internet is fine! This is a FB issue!!!! Now to my biggest complaint……Also, my timeline is filled with posts from pages I don’t follow and a ton of ads! It was already ridiculous before…but since the update it’s worse!!!! only seeing a friends post once between 3-4 pages/ads I don’t follow. Then I have to take the time to click to not show them anymore. This is no annoying! Just because we click on ONE thing, doesn’t mean you need to overload our timelines with the similar posts/pages!!! This used to be fun, now I’m deleting and reporting more than I’m enjoying it!",This is no annoying!,-1
452,When I opened my Facebook page again it started showing me only profile pictures. (Everyone)! It won’t show me any newsfeeds at all no matter who I look up. Can you plz help,It won’t show me any newsfeeds at all no matter who I look up.,-1
453,You get banned and restricted over the dumbest stuff. I posted how I wanted a giant truck to pull up to peoples houses with and now I have a restricted profile. You get banned and stuff over the dumbest crap. It’s ridiculous. I love that I can keep in touch with family but this is the 3rd account that I’ve gotten in trouble with for things that aren’t even bad.,You get banned and stuff over the dumbest crap.,-1
454,"This Facebook app is getting a lot of unnecessary stuff added in I don’t like the most recent comment button and it’s unnecessary and it’s stupid that’s not a good feature because most of the time it some one mentions me in a comment I can’t go straight to it when I press it in the notifications feature I want address more things as well… Like the fact when you’re trying to read through comments and the keyboard is up covering most of the screen it’s kind of hard to take the keyboard off or swipe it down. And I don’t like the fact when I have a argument with people and say one curse word this dumb app puts me in Facebook jail but I see a lot of inappropriate stuff that is far worst then what I said and posted videos that involves nudity and adult films from groups and pages that get a lot of likes and this app ignores it… do better this app ain’t even worth a one star rating terrible…

This app is getting sensitive and it’s getting more stupid like why banned me when there is clearly another person insulting me on the app work on that please stop hiring Karen’s this App is close be getting deleted","And I don’t like the fact when I have a argument with people and say one curse word this dumb app puts me in Facebook jail but I see a lot of inappropriate stuff that is far worst then what I said and posted videos that involves nudity and adult films from groups and pages that get a lot of likes and this app ignores it… do better this app ain’t even worth a one star rating terrible…

This app is getting sensitive and it’s getting more stupid like why banned me when there is clearly another person insulting me on the app work on that please stop hiring Karen’s this App is close be getting deleted",-1
455,"I have used Facebook for a very long time and I just got hacked. My account was taken over by the Hackers. Let me tell you that I have tried everything to get my old account back. What’s worse is that Facebook never gets back to you. I have emailed and called. Unfortunately the call was just useless they have no one and that’s unfortunate because it could be very beneficial. 
Facebook, do your job and help!!",Let me tell you that I have tried everything to get my old account back.,-1
456,Never ending updates that create more glitches and more problems each time . It’s to the point groups are dead because members do not get notifications and people reached visibility is under 5% . I’m being tagged and still not getting the notifications. We have had 20 updates this year and we are only 15 weeks into 2023 ! Hasn’t been functioning properly in over a year !,I’m being tagged and still not getting the notifications.,-1
457,"After having my account for 14 years I have been locked out of my account for days.  My account that has both my parents memorialized accounts attached to it.  I had to send in my Passport, when we already see how well you handle information, and still nothing.  I am also locked out of messenger, and that is the only way some are able to contact me since I live out of the country in which I was born.  SERIOUSLY?!",My account that has both my parents memorialized accounts attached to it.,-1
458,I frequently write detailed comments using my iPhone instead of my MacBook or iPad.  I have noticed that most of the comments generated on my iPhone do not show up on the posts.  I contacted Apple support and we were unable to find a reason for this problem.  I’m going to uninstall my Facebook app on the phone (yet again) and reinstall to see if this time it will fix this problem.  This has not worked in the past.  I would appreciate some explanation or assistance in fixing this problem sine many times I only have my iPhone available to respond.,I contacted Apple support and we were unable to find a reason for this problem.,-1
459,"Facebook tracks your every move. They even monitor how long you look at someone’s post! The entire concept of Facebook works to exploit the user for their personal data and destroy their mental health. They need to be shut down by the government, their entire business model is evil. Every company they buy ends up being made worse too. One of the worst companies around today for sure. I don’t know how people are still okay with using it today. Rest assured, your data is not safe with meta or any of its services.",One of the worst companies around today for sure.,-1
460,"The number of ads I’m now seeing compared to posts that my friends are making is ridiculous. I just scrolled through my feed and had 5 ads before I saw ONE friend’s post, and the next post was another ad. This is FACEbook, not ADbook. I understand the need for ads, but that is the majority of my feed now. 

Also, to hide posts that are created in a PRIVATE group that people OPT in to being a part of because they contain trigger words such as “sale”, “deal”, or anything related to selling an item needs to be fixed. I operate a private group and I can tell the difference in engagement when it’s related to a product vs a personal post. And yet, when I look at my newsfeed, it’s covered in ads that offer a similar product that I do with one being a knockoff brand of what I’m promoting. Just goes to show that Facebook promotes benefitting corporations over the individuals that utilize the service. If I’m looking for something specific, I will search for it. We don’t need Facebook telling us what we should buy.","I understand the need for ads, but that is the majority of my feed now.",-1
461,"The platform has faced concerns regarding data leaks and the sale of personal data to foreign entities, which some individuals may find troubling. While these practices are necessary for the company's success, it is important to consider the potential for perceived hypocrisy when targeting other companies for similar practices. Additionally, users have noted that the platform heavily features advertisements and content that may not be relevant or of high quality.

Despite these criticisms, the platform has seen significant success in the stock market and has provided substantial returns for investors. However, some individuals may prefer social media platforms such as TikTok or Twitter. I hope that in time this app will no longer exist or if it’s still around they are considered an alternative. Ultimately, it is up to each user to decide whether or not the platform meets their personal needs and preferences.

 The Facebook side of META is outdated, provides poor content, suppresses free speech (in the form of limiting content exposure and “flagging”), and doesn’t provide accurate information. 

In my personal experience I’ve found that people don’t know much is going on in the world and how META and other social platforms including News outlets don’t share with the American people. 

Don’t waste your time fighting a system that doesn’t hear you. Just leave it. 

Hope this helps!","Additionally, users have noted that the platform heavily features advertisements and content that may not be relevant or of high quality.",0
