,content,sentiment
775,"Aplikasi tolol. Dwonload dan daftar baru dengan akun semua baru pakai nomor juga baru. Dikasih voucher gratis ongkir, udah order dan bayar malah di batalin sistemnya. Kan aplikasi tolol. Sok kasih voucher tapi omong doang malah bikin rumit. Hubungi CS juga percuma. Aplikasi tolol",1
508,mudah gak ribeeet,2
427,Pengaturan alamat buruk,1
454,Tokped sekarang ini udh gak asik Promo tidak bisa digabung juga biaya jasa layanan malah naik,1
366,Kurir rekomendasinya pada buruk ngaret.,1
91,Membantu sekali,0
339,Kupon pengguna baru gak bisa di gunakan😤,1
897,Toko penjual tidak bisa mengubah alamat pelanggan jika salah informasi pengiriman,2
564,Mantap,0
345,enak dan nyaman kl ada duit...,2
776,Kurir JNE lola parah.. gliran lg d tunggu stay d rumah kgk dtng smpe sore..! Gliran lg d tinggal kluar cpet dtangny tanpa konfir telfon pemilik dlu lg.. maen titipin ke orang lain j parah..!,1
241,"Dah ga jadi andalan, kalah sama toko sebelah",1
13,Terlalu sering di update aplikasi,2
315,mantab,0
600,Gak usah gabung pakai JNE lah pengiriman lama poll,1
387,"Semakin buruk, respon lambat,, segala hal di tambah beban biaya yang mahal, kurir gratis ongkir lelet, order hari ini 2 hari kemudian baru di pick up. Mending di bukalapak respon cepat",1
273,lebih mudah belanja dg tokopedia,0
166,bagus buat blanja apa aja tinggal pesan di TOKOPEDIA..serba ada..tpi saran sy barang yg di pesan di toko jngan mengecewakan tokopedia.,1
840,"Kecewa banget sama tokopedia setiap transaksi kena 3000 karena ada biaya servis dll, bagi saya jualan lagi ke olshop lain keberatan nyari yang murah jadi tetep aja mahal",1
992,bgus,0
646,Tokopedia kenapa sekarang potongan ongkirnya cuma 20k..😭 padahal dulu belanja diatas 50k bisa dpt potongan ongkir 40k.. Please kembalikan tokped yg dulu.. 🙏,1
818,terima kasih n sangat membantu,0
484,"Ok ok aja, tapi kalo bisa tambahin ewallet dana lah biar gampang, terus biayanya kok nambah",1
980,Promo pengguna pertama tidak bisa digunakan. Alasan ada kecurangan lah padahal baru pertama bikin akun di tokped...,1
504,"Semangat yah tokped, kalau bisa untuk gofoodnya ada voucher harian juga biar bisa nyaingin e-commerce yang lain juga",2
831,"apaan tokped sekarang gajelas, gratis ongkir ga bisa di gabung sama voc diskon/cashback, jadi gak kepake tu voc sama aja ngasi voc diskon tapi ongkir harus bayar sendiri, begitu pula sebaliknya pake voc diskon sama aja buat nutupi bayar ongkirnya. Belum lagi ditambah biaya biaya layanan yg ga ngotak itu, banyak kali pun biaya layanan nya padahal service nya makin buruk 👎 minimal jgn pelit kali lah, makin gak tertarik belanja disiniii👎👎👎",1
243,tokopedia kereeen bisa belanja lbh hemat,0
566,bagus pelayanan nyaa,0
875,Ngga bisa provide kecamatan/kota dengan lengkap waktu menambahkan alamat,2
562,bagus bnget,0
686,sangat Kren blanja Dsni mudah,0
189,lebih mudah dalam bertransaksi,0
782,puas,0
699,Mau Narik uang hasil Jual barang di Toko INI ribet nya minta AMPUN... mana uang sendiri Di tahan harus nunggu 2x 24 jam.... Payah kapok Jualan di aplikasi INI... Uang nya gx bisa Langsung Di Tarik...,1
475,Makin cepat,0
681,baik dan bagus,0
510,Sungguh sangat buruk sistem dan pelayanan di applikasi ini.. Kita batalin komplain malah pesanan selesai tanpa terima barang. Jangan pake apps ini lagi soalnya kalau ada kendala pusat bantuan dan call centernya tidak berguna...,1
58,sangat membantu,0
474,"Penarikan dana jumaat,Sabtu n mnggu kaya ny ribet bgt dah,dr bulan kmrn kirain udh ada perbaikan,tw ny kg jg.payah Butuh duit buru2 tp suruh nunggu 2x24 jam.",1
560,"Mo buka pict di chat susahnya minta ampun, busset dah",1
856,"Setiap kali pembayaran, terdapat biaya jasa aplikasi Rp 1.000. Semoga kedepannya ditiadakan agar dapat bersaing dengan marketplace yang lain. Bulan Mei 2023 biaya jasa aplikasi naik menjadi Rp 2.000.",1
747,"Beli barang tapi dari ekspedisi tiba2 ditulis alamat tidak ditemukan, tidak ada menghubungi pembeli terlebih dulu. tokopedia care tidak membantu sama sekali, sudah complain malah barang dikembalikan ke penjual tanpa ada konfirmasi dari saya. Refund tapi uang terpotong ongkir. Never again. Very very disappointed as a consumer. Be better.",1
252,"Nyesel... Katanya ada cashback tapi dari kemarin"" belum masuk -_- padahal udah pake code promo. KALAU MAU PROMO JANGAN PHP LAH...!!",1
21,"Tolong dong kenapa paket saya di tokopedia sudah sampai tapi barang nya tidak ada,foto yg di cantumkan kurir di karawaci sedangkan saya di kalideres,gimana ini bantuannya?",2
313,Jadi aga malesss belanja di sini..skarang belanja kena biaya aplikasi 2rb+ biaya layanan 1rb...app sebelah free ongkir+ cashback...,1
459,baru nyobain pake tokopedia,2
160,"Keluhanya di tanggepin sama Bot semua, kekurangan karyawan ya boss?",1
276,Mau ngasih ulasan belanja aja harus banyak yang di klik2 makin ribet marketplace ini.,1
955,"Mending pindah ke yg warna orange aja, banyak gratis ongkir, 1 kupon bisa utk transaksi 3 toko berbeda dlm 1x cek out. Tokopedia 4nj1n9, b4b1, b4ng54t..!!! Udh mau bangkrut ya, koq biaya layanan naik dr 1000 skrg 2000..!!! Makin malas belanja disini, klo gak penting gamau lg belanja disini. Biaya naik tp kualitas makin menurun.",1
191,Mantap dah pokok nya,0
385,Saya sangat suka sama toko pediaa,0
805,Pls lah ya aku psn udah bayar jg di alfamart mlh dibatalin sm sistem mna ga bisa di refund lewat dana tolol bnr dan tokepedia krcewa banget gw mendimg co di shopee sm lazada 😂,1
413,"trimakasih tokopedia,Sudan bekerja sama dengan program prakerja",0
491,Sumpah kecewa poll dapet kode promo terus udah sesuai juga tiba tiba di cancel sepihak dan berakhir kode promo telah di pakai terus transaksi token dll verifikasi sms sangat lama dan sangat mengecewakan,1
343,"Dikatakan ada promo potongan harga khusus pembayaran Kredivo senilai sekian persen mengikuti harga barang. Memang benar setelah saya coba ada potongan harga senilai 40an ribu. Lalu saya coba check out pilih pembayaran, tapi ternyata harga berubah lagi dan membengkak. Mulai dari biaya layanan, biaya jasa aplikasi dan ""Biaya Lainnya"" sampai hampir 100 ribu. Jadi dimana promo potongan harganya? Benar-benar S3 marketing 👍🏽. Sekarang wajib teliti sebelum menggunakan promo dalam bentuk apapun.",1
769,sistem cod dipersulit...ngak kayak apk sebelah,1
308,Tokopedia biaya ongkirnya mahal2,1
661,Belum pernah belanja di aplikasi ini,2
130,sangat membantu,0
663,"sangat bagus, bermanfaat untuk saya 👍👍",0
871,Aplikasinya bagus,0
99,"cara penilaian tukar tambah hp itu terlalu memurahkan hp saya, itu membuat saya terlalu rugi hp harga 3juta keatas pemakaian 1 bulan di bayar 900k lawak...mulus gak lecet",1
372,Kenapa saya tidak bisa download Aplikasi Tokopedia?,1
87,Lambat,1
458,Aplikasinya berguna buat belanja,0
330,akun saya kemarin terhapus.pas saya aktifkan sudah tidak bisa,1
214,"Mau kredit HP aja ribet bener, udah pengajuan 2 kali pake home Credit malah dapat email di batalkan, tapi di aplikasi tokopedia nya menunggu konfirmasi, yg benar yg mna.. Padahal data saya bagus gak pernah nunggak.. Chet ke cs tokopedia pun slow respon..",1
466,"Kenapa si Tokopedia lama-lama, cuma mau beli doang partner internal error aja, gak ad promo dll loh, kenapa?",1
121,Sya perlu rel shimano orsinil jepang second dan harganya,2
614,Makasih semoga lancar prakerja saya amin,0
20,yaaa lumayan lah... agak banyak biaya ini itu skrg yaaa...,0
700,"Sungguh amat mengecewakan! Pengembalian dana yang dilakukan lambat, pelayanan di pusat resolusi pun bertele-tele. Jika saya tahu akan sesusah ini, saya tidak akan melakukan transaksi di aplikasi ini. Not worth it! Dengan pengalaman mereka handle masalah ini, saya rasa saya akan berhenti menggunakan aplikasi ini untuk berbelanja maupun pembayaran tagihan bulanan saya. Masih banyak aplikasi lain dengan pelayanan customer service yang lebih baik dan ketentuan yang tidak menyusahkan konsumen.",1
71,Gratis ongkir mending kerjasama sama JNE atau J&T aja anteraja lemot banget,1
106,Konfirmasi pesanan lambat,1
270,Terlalu banyak biaya tambahan dan jasa pengiriman lama,1
860,bisa pakai kartu kredit bunga 0%,0
435,baru pertama belanja disini pengembalian uang dari pembatalan sangat cepat prosesnya,0
102,tampilan bagus tapi sangat disayangkan fitur tidak efisien dan tidak seringan toko orange ketika aplikasi berjalan,1
